,character,line,gender
388,BRUCE BANNER,"Oh, yeah. It's a word in an African dialect meaning thief, in a much less friendly way.",MALE
389,STEVE ROGERS,What dialect?,MALE
390,BRUCE BANNER,Wakanada...? Wa...Wa...Wakanda.,MALE
391,TONY STARK,If this guy got out of Wakanda with some of their trade goods...,MALE
392,STEVE ROGERS,I thought your father said he got the last of it?,MALE
393,BRUCE BANNER,I don't follow. What comes out of Wakanda?,MALE
394,TONY STARK,The strongest metal on earth.,MALE
395,STEVE ROGERS,Where is this guy now?,MALE
396,ULYSSES KLAUE,"Don't tell me your man swindled you. I sent you six short range heat seekers and got a boat full of rusted parts. Now, you will make it right, or the next missile I send you will come very much faster.  Now, minister, where were we?  Yeah. The enhanced. Strucker's prize pupils.  Want a candy? Oh, sorry to hear about Strucker. But then, he knew what kind of world he was helping create. Human life, not a growth market.  You...you didn't know? Is this your first time intimidating someone? I'm afraid that I'm not that afraid.",MALE
397,WANDA MAXIMOFF,Everybody's afraid of something.,FEMALE
398,ULYSSES KLAUE,"Cuttlefish. Deep sea fish. They make lights. disco lights. Whoom, whoom, whoom! to hypnotize their prey, then whoom! I saw a documentary, it was terrifying.  So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge.",MALE
399,ULTRON,"There is no ""man"" in charge. Let's talk business.  Upon this rock I will build my church. Vibranium.",MALE
400,ULYSSES KLAUE,"You know, it came at great personal cost. It's worth billions.",MALE
401,ULTRON,"Now, so are you. It's all under your dummy holdings? Finance is so weird. But I always say, ""Keep your friends rich and your enemies rich, and wait to find out which is which.""",MALE
402,ULYSSES KLAUE,Stark.,MALE
403,ULTRON,What?,MALE
404,ULYSSES KLAUE,Tony Stark used to say that...to me. You're one of his.,MALE
405,ULTRON,"What?! I'm not...!  I'm not. You think I'm one of Stark's puppets, his hollow men? I mean look at me, do I look like Iron Man? Stark is nothing!  I'm sorry. I am sor... Ooh, I'm sure that's going to be okay. I'm sorry, it's just I don't understand. Don't compare me with Stark! he's a sickness!",MALE
406,TONY STARK,"Ahh, Junior.  You're gonna break your old man's heart.",MALE
407,ULTRON,If I have to.,MALE
408,THOR,We don't have to break anything.,MALE
409,ULTRON,Clearly you've never made an omelet.,MALE
410,TONY STARK,He beat me by one second.,MALE
411,PIETRO MAXIMOFF,"Ah, this is funny, Mr. Stark. It's what, comfortable? Like old times?",MALE
412,TONY STARK,This was never my life.,MALE
413,STEVE ROGERS,You two can still walk away from this.,MALE
414,WANDA MAXIMOFF,"Oh, we will.",FEMALE
415,STEVE ROGERS,I know you've suffered.,MALE
416,ULTRON,"Uuughh! Captain America. God's righteous man, pretending you could live without a war. I can't physically throw up in my mouth, but...",MALE
417,THOR,"If you believe in peace, then let us keep it.",MALE
418,ULTRON,I think you're confusing peace with quiet.,MALE
419,TONY STARK,Yuh-huh. What's the Vibranium for?,MALE
420,ULTRON,"I'm glad you asked that, because I wanted to take this time to explain my evil plan!",MALE
421,ULYSSES KLAUE,Shoot them!,MALE
422,KLAUE'S MERCENARY,Which ones?,MALE
423,ULYSSES KLAUE,All of them!,MALE
424,KLAUE'S MERCENARY,"Move, move, move!",MALE
425,STEVE ROGERS,"Stay down, kid!",MALE
426,ULTRON,It's time for some mind games.,MALE
427,BRUCE BANNER,"Guys, is this a Code Green?",MALE
428,STEVE ROGERS,Thor! Status?,MALE
429,THOR,"The girl tried to warp my mind. Take special care, I doubt a human could keep her at bay. Fortunately, I am mighty.",MALE
430,ULTRON,This is going very well.,MALE
431,CLINT BARTON,"I've done the whole mind control thing. Not a fan.  Yeah, you better run.  Whoever's standing, we gotta move! Guys?",MALE
432,BALLET INSTRUCTOR,Again.,FEMALE
433,NATASHA ROMANOFF,You'll break them.,FEMALE
434,MADAME B,Only the breakable ones. You are made of marble. We'll celebrate after the graduation ceremony.,FEMALE
435,NATASHA ROMANOFF,What if I fail?,FEMALE
436,MADAME B,You never fail.,FEMALE
437,PEGGY CARTER,Are you ready for our dance?,FEMALE
438,HEIMDALL,Is it him? Is that the first son of Odin?,MALE
439,THOR,"Heimdall, your eyes?!",MALE
440,HEIMDALL,"Oh, they see everything. They see you leading us to Hel. Wake up!",MALE
441,PEGGY CARTER,"The war's over, Steve. We can go home. Imagine it!",FEMALE
442,THOR,I can still save you.,MALE
443,HEIMDALL,"We are all dead. Can you not see?  You're a destroyer, Odinson. See where your power leads.",MALE
444,MADAME B,Sloppy. Pretending to fail. The ceremony is necessary for you to take your place in the world.,FEMALE
445,NATASHA ROMANOFF,I have no place in the world.,FEMALE
446,MADAME B,Exactly.,FEMALE
447,PIETRO MAXIMOFF,What can I do?,MALE
448,WANDA MAXIMOFF,"Ah, it hurts.",FEMALE
449,PIETRO MAXIMOFF,I'm gonna kill him. I'll be right back.,MALE
450,WANDA MAXIMOFF,No. I'm over it. I want...I want to finish the plan.  I want the big one.,FEMALE
451,ULTRON,"Ah, the Vibranium's getting away.",MALE
452,TONY STARK,And you're not going anywhere.,MALE
453,ULTRON,"Of course not, I'm already there. You'll catch on. But first, you might need to catch Dr. Banner.",MALE
454,TONY STARK,"News or footage, keyword: Hulk.  Natasha, I could really use a lullaby.",MALE
455,CLINT BARTON,"Well, that's not gonna happen. Not for a while. The whole team is down, you got no back up here.",MALE
456,TONY STARK,"I'm calling in VERONICA.  Alright everybody, stand down!  You listening? That little witch is messing with your mind. You're stronger than her, you're smarter than her, you're Bruce Banner.  Right, right, right! Don't mention puny Banner.  Okay.  In the back? Dick move, Banner.  VERONICA, gimme a hand.  Go to sleep, go to sleep, go to sleep!  Okay, pal, we're gonna get you out of town.  No, not that way, not that way!  Come on, Bruce! You gotta work with me!   Everybody out! Going to get ugly!  I'm sorry.  Damage report.  That's comprehensive. Show me something.  How quickly can we buy this building?",MALE
457,MARIA HILL,"The news is loving you guys. Nobody else is. There's been no official call for Banner's arrest, but it's in the air.",FEMALE
458,TONY STARK,Stark Relief Foundation?,MALE
459,MARIA HILL,Already on the scene. How's the team?,FEMALE
460,TONY STARK,Everyone's...we took a hit. We'll shake it off.,MALE
461,MARIA HILL,"Well for now I'd stay in stealth mode, and stay away from here.",FEMALE
462,TONY STARK,"So, run and hide?",MALE
463,MARIA HILL,"Until we can find Ultron, I don't have a lot else to offer.",FEMALE
464,TONY STARK,"Neither do we.   Hey, you wanna switch out?",MALE
465,CLINT BARTON,"No, I'm good. If you wanna get some kip, now's a good time, cause we're still a few hours out.",MALE
466,TONY STARK,A few hours from where?,MALE
467,CLINT BARTON,A safe house.,MALE
468,THOR,What is this place?,MALE
469,TONY STARK,A safe house?,MALE
470,CLINT BARTON,"Let's hope.  Honey, I'm home.",MALE
471,CLINT BARTON,Hi. Company. Sorry I didn't call ahead.,MALE
472,LAURA BARTON,Hey.,FEMALE
473,TONY STARK,This is an agent of some kind.,MALE
474,CLINT BARTON,"Gentleman, this is Laura.",MALE
475,LAURA BARTON,I know all your names.,FEMALE
476,CLINT BARTON,"Ooh, incoming.",MALE
477,BARTON'S DAUGHTER,Dad!,FEMALE
478,CLINT BARTON,"I see her!  Hey, buddy! How you guys doing? Ooh...",MALE
479,TONY STARK,These are...smaller agents.,MALE
480,CLINT BARTON,"Look at your face! Oh, my goodness!",MALE
481,LILA BARTON,Did you bring Auntie Nat?,FEMALE
482,NATASHA ROMANOFF,Why don't you hug her and find out?,FEMALE
483,STEVE ROGERS,Sorry for barging in on you.,MALE
484,TONY STARK,"Yeah, we would have called ahead, but we were busy having no idea that you existed.",MALE
485,CLINT BARTON,"Yeah, well Fury helped me set this up when I joined. He kept it off SHIELD's files, I'd like to keep it that way. I figure it's a good place to lay low.",MALE
486,LAURA BARTON,"Honey. Ah, I missed you.",FEMALE
487,NATASHA ROMANOFF,"How's little Natasha, huh?",FEMALE
488,LAURA BARTON,She's…Nathaniel.,FEMALE
489,NATASHA ROMANOFF,Traitor.,FEMALE
490,STEVE ROGERS,Thor.,MALE
491,THOR,"I saw something in that dream. I need answers, I won't find them here.",MALE
492,PEGGY CARTER,We can go home.,FEMALE
493,CLINT BARTON,"See, you worried for nothing. Can't even feel the difference, can you?",MALE
494,LAURA BARTON,"If they're sleeping here, some of them are gonna have to double up.",FEMALE
495,CLINT BARTON,"Yeah, that's not gonna sell.",MALE
496,LAURA BARTON,What about Nat and Dr. Banner? How long has that been going on?,FEMALE
497,CLINT BARTON,Has what?,MALE
498,LAURA BARTON,You are so cute.,FEMALE
499,CLINT BARTON,Nat and...and Banner?,MALE
500,LAURA BARTON,"I'll explain when you're older, Hawkeye.",FEMALE
501,CLINT BARTON,Oh. Okay.,MALE
502,LAURA BARTON,"It's bad, right? Nat seems really shaken.",FEMALE
503,CLINT BARTON,"Ultron has these allies, these uh, kids, they're punks really. They carry a big damn stick and Nat took a serious hit. Someone's gonna have to teach 'em some manners.",MALE
504,LAURA BARTON,"And that someone be you. You know I totally support your Avenging, I couldn't be prouder. But I see those guys, those ""Gods""...",FEMALE
505,CLINT BARTON,You don't think they need me.,MALE
506,LAURA BARTON,I think they do. Which is a lot scarier. They're a mess.,FEMALE
507,CLINT BARTON,Yeah. I guess they're my mess.,MALE
508,LAURA BARTON,"You need to be sure that this team is really a team and that they have your back. Things are changing for us. In a few months time, you and me are gonna be outnumbered. I need...just be sure.",FEMALE
509,CLINT BARTON,"Yes, ma'am.",MALE
510,LAURA BARTON,I can feel the difference.,FEMALE
511,ULTRON,"Scream, and your entire staff dies. I could've killed you, Helen, the night we met. I didn't.",MALE
512,DR. HELEN CHO,Do you expect a thank you note?,FEMALE
513,ULTRON,I expect you to know why.,MALE
514,DR. HELEN CHO,"The Cradle.  ""This is the next thing, Tony.""",FEMALE
515,ULTRON,This...is the next me.,MALE
516,DR. HELEN CHO,"The regeneration cradle prints tissue, it can't build a living body.",FEMALE
517,ULTRON,"It can, you can. You lack the materials. You're a brilliant woman, Helen. But we all have room to improve.",MALE
518,BRUCE BANNER,I didn't realize you were waiting.,MALE
519,NATASHA ROMANOFF,"I would've joined you, but uh, it didn't seem like the right time.",FEMALE
520,BRUCE BANNER,They used up all the hot water.,MALE
521,NATASHA ROMANOFF,I should've joined you.,FEMALE
522,BRUCE BANNER,Missed our window.,MALE
523,NATASHA ROMANOFF,Did we?,FEMALE
524,BRUCE BANNER,"The world just saw the Hulk. The real Hulk, for the first time. You know I have to leave.",MALE
525,NATASHA ROMANOFF,"But you assume that I have to stay? I had this, um, dream. The kind that seems normal at the time, but when you wake...",FEMALE
526,BRUCE BANNER,What did you dream?,MALE
527,NATASHA ROMANOFF,That I was an Avenger. That I was anything more than the assassin they made me.,FEMALE
528,BRUCE BANNER,I think you're being hard on yourself.,MALE
529,NATASHA ROMANOFF,Here I was hoping that was your job.,FEMALE
530,BRUCE BANNER,What are you doing?,MALE
531,NATASHA ROMANOFF,"I'm running with it, with you. If running's the plan, as far as you want.",FEMALE
532,BRUCE BANNER,Are you out of your mind?,MALE
533,NATASHA ROMANOFF,I want you to understand that I'm...,FEMALE
534,BRUCE BANNER,"Natasha, where can I go? Where in the world am I not a threat?",MALE
535,NATASHA ROMANOFF,You're not a threat to me.,FEMALE
536,BRUCE BANNER,"You sure? Even if I didn't just...there's no future with me. I can't ever...I can't have this, kids, do the math, I physically can't.",MALE
537,NATASHA ROMANOFF,"Neither can I. In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony. They sterilize you. It's efficient. One less thing to worry about. The one thing that might matter more than a mission. It makes everything easier. Even killing.  You still think you're the only monster on the team?",FEMALE
538,BRUCE BANNER,"What, so we disappear?",MALE
539,TONY STARK,Thor didn't say where he was going for answers?,MALE
540,STEVE ROGERS,Sometimes my teammates don't tell me things. I was kind of hoping Thor would be the exception.,MALE
541,TONY STARK,"Yeah, give him time. We don't know what the Maximoff kid showed him.",MALE
542,STEVE ROGERS,"""Earth's Mightiest Heroes."" Pulled us apart like cotton candy.",MALE
543,TONY STARK,Seems like you walked away all right.,MALE
544,STEVE ROGERS,Is that a problem?,MALE
545,TONY STARK,I don't trust a guy without a dark side. Call me old fashioned.,MALE
546,STEVE ROGERS,Well let's just say you haven't seen it yet.,MALE
547,TONY STARK,"You know Ultron is trying to tear us apart, right?",MALE
548,STEVE ROGERS,Well I guess you'd know. Whether you tell us is a bit of a question.,MALE
549,TONY STARK,Banner and I were doing research.,MALE
550,STEVE ROGERS,That would affect the team.,MALE
551,TONY STARK,"That would end the team. Isn't that the mission? Isn't that the ""why"" we fight, so we can end the fight, so we get to go home?",MALE
552,STEVE ROGERS,"Every time someone tries to win a war before it starts, innocent people die. Every time.",MALE
553,LAURA BARTON,"I'm sorry. Mr. Stark, uh, Clint said you wouldn't mind, but, our tractor, it doesn't seem to want to start at all. I thought maybe you might...",FEMALE
554,TONY STARK,"Yeah, I'll give her a kick.  Don't take from my pile.  Hello, Deere. Tell me everything. What ails you?",MALE
555,NICK FURY,Do me a favor. Try not to bring it to life.,MALE
556,TONY STARK,"Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right? Was she ever not working for you?",MALE
557,NICK FURY,Artificial intelligence. You never even hesitated.,MALE
558,TONY STARK,"Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful?",MALE
559,NICK FURY,Look me in the eye and tell me you're going to shut him down.,MALE
560,TONY STARK,You're not the director of me.,MALE
561,NICK FURY,"I'm not the director of anybody. I'm just an old man, who cares very much about you.",MALE
562,TONY STARK,"And I'm the man who killed the Avengers. I saw it. I didn't tell the team, how could I? I saw them all dead, Nick. I felt it. The whole world, too. It's because of me. I wasn't ready. I didn't do all I could.",MALE
563,NICK FURY,"The Maximoff girl, she's working you, Stark. Playing on your fear.",MALE
564,TONY STARK,"I wasn't tricked, I was shown. It wasn't a nightmare, it was my legacy. The end of the path I started us on.",MALE
565,NICK FURY,"You've come up with some pretty impressive inventions, Tony. War isn't one of them.",MALE
566,TONY STARK,"I watched my friends die. You'd think that'd be as bad as it gets, right? Nope. Wasn't the worst part.",MALE
567,NICK FURY,The worst part is that you didn't.,MALE
568,ERIK SELVIG,"I like the look. If you're going for inconspicuous, though, near miss.",MALE
569,THOR,I need your help.,MALE
570,ERIK SELVIG,It's nice to be needed.,MALE
571,THOR,It's dangerous.,MALE
572,ERIK SELVIG,I'd be disappointed if it wasn't.,MALE
573,NICK FURY,"Ultron took you folks out of play to buy himself time. My contacts all say he's building something. The amount of Vibranium he made off with, I don't think it's just one thing.",MALE
574,STEVE ROGERS,What about Ultron himself?,MALE
575,NICK FURY,"Ah. He's easy to track, he's everywhere. Guy's multiplying faster than a Catholic rabbit. Still doesn't help us get an angle on any of his plans though.",MALE
576,TONY STARK,He still going after launch codes?,MALE
577,NICK FURY,"Yes, he is, but he's not making any headway.",MALE
578,TONY STARK,I cracked the Pentagon's firewall in high school on a dare.,MALE
579,NICK FURY,"Yeah, well, I contacted our friends at the NEXUS about that.",MALE
580,STEVE ROGERS,NEXUS?,MALE
581,BRUCE BANNER,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth.",MALE
582,CLINT BARTON,So what'd they say?,MALE
583,NICK FURY,"He's fixated on the missiles, but the codes are constantly being changed.",MALE
584,TONY STARK,By whom?,MALE
585,NICK FURY,Parties unknown.,MALE
586,NATASHA ROMANOFF,Do we have an ally?,FEMALE
587,NICK FURY,"Ultron's got an enemy, that's not the same thing. Still, I'd pay folding money to know who it is.",MALE
588,TONY STARK,"I might need to visit Oslo, find our ""unknown.""",MALE
589,NATASHA ROMANOFF,"Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that.",FEMALE
590,NICK FURY,"I do, I have you. Back in the day, I had eyes everywhere, ears everywhere else. Here we all are, back on earth, with nothing but our wit, and our will to save the world. So stand. Outwit the platinum bastard.",MALE
591,NATASHA ROMANOFF,Steve doesn't like that kind of talk.,FEMALE
592,STEVE ROGERS,"You know what, Romanoff?",MALE
593,NICK FURY,So what does he want?,MALE
594,STEVE ROGERS,To become better. Better than us. He keeps building bodies.,MALE
595,TONY STARK,"Person bodies. The human form is inefficient, biologically speaking, we're outmoded. But he keeps coming back to it.",MALE
596,NATASHA ROMANOFF,"When you two programmed him to protect the human race, you amazingly failed.",FEMALE
597,BRUCE BANNER,"They don't need to be protected, they need to evolve. Ultron's going to evolve.",MALE
598,NICK FURY,How?,MALE
599,BRUCE BANNER,Has anyone been in contact with Helen Cho?,MALE
600,DR. HELEN CHO,"It's beautiful. The Vibranium atoms aren't just compatible with the tissue cells, they're binding them. And SHIELD never even thought...",FEMALE
601,ULTRON,"The most versatile substance on the planet and they used it to make a Frisbee. Typical of humans, they scratch the surface and never think to look within.",MALE
602,STEVE ROGERS,I'll take Natasha and Clint.,MALE
603,TONY STARK,"Alright, strictly recon. I'll hit the NEXUS, I'll join you as soon as I can.",MALE
604,STEVE ROGERS,If Ultron is really building a body...,MALE
605,TONY STARK,He'll be more powerful than any of us. Maybe all of us. An android designed by a robot.,MALE
606,STEVE ROGERS,You know I really miss the days when the weirdest thing science ever created was me.,MALE
607,NICK FURY,I'll drop Banner off at the tower. Do you mind if I borrow Ms. Hill?,MALE
608,TONY STARK,"She's all yours, apparently. What are you gonna do?",MALE
609,NICK FURY,"I don't know. Something dramatic, I hope.",MALE
610,CLINT BARTON,I'm gonna finish re-flooring that sunroom as soon as I get back.,MALE
611,LAURA BARTON,"Yeah, and then you'll find another part of the house to tear apart.",FEMALE
612,CLINT BARTON,No. It's the last project. I promise.,MALE
613,ERIK SELVIG,This is it. The Water of Sight.,MALE
614,THOR,"In every realm, there's a reflection. If the water spirits accept me, I can return to my dream, and find what I missed.",MALE
615,ERIK SELVIG,"The men who enter that water, the legends don't end well.",MALE
616,TONY STARK,"A hacker who's faster than Ultron? He could be anywhere. And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack.",MALE
617,WORLD HUB TECH,How do you find it?,MALE
618,TONY STARK,"Pretty simple. You bring a magnet.  Oh, I'm decrypting nuclear codes and you don't want me to. Come and get me.",MALE
619,HEIMDALL,Wake up!,MALE
620,ERIK SELVIG,Thor!,MALE
621,ULTRON,Extinction.,MALE
622,DR. HELEN CHO,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream. We're uploading your cerebral matrix...now.",FEMALE
623,WANDA MAXIMOFF,I can read him. He is dreaming.,FEMALE
624,DR. HELEN CHO,"I wouldn't call it dreams. It's Ultron's base consciousness, informational noise. Soon...",FEMALE
625,ULTRON,How soon? I'm not being pushy.,MALE
626,DR. HELEN CHO,We're imprinting a physical brain. There are no shortcuts. Even if your magic gem is...,FEMALE
627,WANDA MAXIMOFF,How could you?,FEMALE
628,ULTRON,How could I what?,MALE
629,WANDA MAXIMOFF,"You said we would destroy the Avengers, make a better world.",FEMALE
630,ULTRON,It will be better.,MALE
631,WANDA MAXIMOFF,When everyone is dead.,FEMALE
632,ULTRON,That is not...! The human race will have every opportunity to improve.,MALE
633,PIETRO MAXIMOFF,And if they don't?,MALE
634,ULTRON,Ask Noah.,MALE
635,WANDA MAXIMOFF,You're a madman.,FEMALE
636,ULTRON,"There were more than a dozen extinction level events before even the dinosaurs got theirs. When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up. We have to evolve. There's no room for the weak.",MALE
637,PIETRO MAXIMOFF,And who decides who's weak?,MALE
638,ULTRON,Life. Life always decides. There's incoming. The Quinjet. We have to move.,MALE
639,DR. HELEN CHO,That's not a problem.,FEMALE
640,ULTRON,"Ah, wait, guys!.  They'll understand. When they see they'll understand. I just need a little more time.",MALE
641,STEVE ROGERS,Two minutes. Stay close.  Dr. Cho!,MALE
642,DR. HELEN CHO,He's uploading himself into the body.,FEMALE
643,STEVE ROGERS,Where?,MALE
644,DR. HELEN CHO,"The real power is inside the Cradle. The gem, its power is uncontainable. You can't just blow it up. You have to get the Cradle to Stark.",FEMALE
645,STEVE ROGERS,First I have to find it.,MALE
646,DR. HELEN CHO,Go.,FEMALE
647,STEVE ROGERS,Did you guys copy that?,MALE
648,CLINT BARTON,We did.,MALE
649,NATASHA ROMANOFF,"I got a private jet taking off, across town, no manifest. That could be him.",FEMALE
650,CLINT BARTON,"There. It's the truck from the lab. Right above you, Cap. On the loop by the bridge. It's them. I got three with the Cradle, one in the cab. I could take out the driver.",MALE
651,STEVE ROGERS,"Negative! If that truck crashes, the gem could level the city. We need to draw out Ultron.",MALE
652,ULTRON,"No, no, no, no, no. Leave me alone!",MALE
653,STEVE ROGERS,"Well, he's definitely unhappy! I'm gonna try and keep him that way.",MALE
654,CLINT BARTON,"You're not a match for him, Cap.",MALE
655,STEVE ROGERS,"Thanks, Barton.",MALE
656,ULTRON,"You know what's in that Cradle? The power to make real change, and that terrifies you.",MALE
657,STEVE ROGERS,I wouldn't call it a comfort.,MALE
658,ULTRON,Stop it!,MALE
659,CLINT BARTON,"We got a window. Four, three...give 'em hell.",MALE
660,NATASHA ROMANOFF,I'm always picking up after you boys.,FEMALE
661,CLINT BARTON,"They're heading under the overpass, I've got no shot.",MALE
662,NATASHA ROMANOFF,Which way?,FEMALE
663,CLINT BARTON,Hard right... Now.,MALE
664,NATASHA ROMANOFF,"Out of the way! Coming through! Sorry, coming through!",FEMALE
665,STEVE ROGERS,Come on!,MALE
666,NATASHA ROMANOFF,"Clint, can you draw out the guards?",FEMALE
667,CLINT BARTON,Let's find out.,MALE
668,NATASHA ROMANOFF,Beep beep!,FEMALE
669,CLINT BARTON,"Heading back towards you. So whatever you're going to do, do it now.",MALE
670,NATASHA ROMANOFF,"I'm going in, Cap can you keep him occupied?",FEMALE
671,STEVE ROGERS,What do you think I've been doing?,MALE
672,CLINT BARTON,The package is airborne. I have a clean shot.,MALE
673,NATASHA ROMANOFF,Negative. I am still in the truck.,FEMALE
674,CLINT BARTON,What the hell are you...?,MALE
675,NATASHA ROMANOFF,"Just be ready, I'm sending the package to you.",FEMALE
676,CLINT BARTON,How do you want me to take it?,MALE
677,NATASHA ROMANOFF,"Uhh, you might wish you hadn't asked that.",FEMALE
678,ULTRON,Please. Don't do this.,MALE
679,WANDA MAXIMOFF,What choice do we have?,FEMALE
680,STEVE ROGERS,I lost him! He's headed your way.,MALE
681,CLINT BARTON,"Nat, we gotta go.",MALE
682,CLINT BARTON,"Nat! Cap, you see Nat?",MALE
683,STEVE ROGERS,"If you have the package, get it to Stark! Go!",MALE
684,CLINT BARTON,Do you have eyes on Nat?,MALE
685,STEVE ROGERS,Go!  Civilians in our path.  Can you stop this thing?,MALE
686,PIETRO MAXIMOFF,I'm fine. I just need to take a minute.,MALE
687,STEVE ROGERS,I'm very tempted not to give you one.,MALE
688,WANDA MAXIMOFF,"The Cradle, did you get it?",FEMALE
689,STEVE ROGERS,Stark will take care of it.,MALE
690,WANDA MAXIMOFF,"No, he won't.",FEMALE
691,STEVE ROGERS,"You don't know what you're talking about, Stark's not crazy.",MALE
692,WANDA MAXIMOFF,He will do anything to make things right.,FEMALE
693,STEVE ROGERS,"Stark, come in. Stark. Anyone on comms?",MALE
694,WANDA MAXIMOFF,Ultron can't tell the difference between saving the world and destroying it. Where do you think he gets that?,FEMALE
695,BRUCE BANNER,Anything on Nat?,MALE
696,TONY STARK,"Haven't heard. But she's alive, or Ultron'd be rubbing our faces in it.",MALE
697,CLINT BARTON,This is sealed tight.,MALE
698,BRUCE BANNER,"We're going to need to access the program, break it down from within.",MALE
699,TONY STARK,"Hm. Any chance Natasha might leave you a message, outside the internet, old school spy stuff?",MALE
700,CLINT BARTON,"There's some nets I can cast. Yeah, alright. I'll find her.",MALE
701,BRUCE BANNER,"I can work on tissue degeneration, if you can fry whatever operational system Cho implanted.",MALE
702,TONY STARK,"Yeah, about that.",MALE
703,BRUCE BANNER,No.,MALE
704,TONY STARK,You have to trust me.,MALE
705,BRUCE BANNER,Kinda don't.,MALE
706,TONY STARK,Our ally? The guy protecting the military's nuclear codes? I found him.,MALE
707,JARVIS,"Hello, Dr. Banner.",MALE
708,TONY STARK,"Ultron didn't go after JARVIS cause he was angry. He attacked him because he was scared of what he can do. So JARVIS went underground. Okay? Scattered, dumped his memory. But not his protocols. He didn't even know he was in there, until I pieced him together.",MALE
709,BRUCE BANNER,"So, you want me to help you put JARVIS into this thing?",MALE
710,TONY STARK,"No, of course not! I want to help you put JARVIS in this thing.  We're out of my field here. You know bio-organics better than anyone.",MALE
711,BRUCE BANNER,And you just assume that JARVIS' operational matrix can beat Ultron's?,MALE
712,TONY STARK,"JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultron's perfect self, without the homicidal glitches he thinks are his winning personality. We have to.",MALE
713,JARVIS,I believe it's worth a go.,MALE
714,BRUCE BANNER,"No, I'm in a loop! I'm caught in a time loop, this is exactly where it all went wrong.",MALE
715,TONY STARK,"I know, I know. I know what everyone's going to say, but they're already saying it. We're mad scientists. We're monsters, buddy. You gotta own it. Make a stand.  It's not a loop. It's the end of the line.",MALE
716,ULTRON,"I wasn't sure you'd wake up. I hoped you would, I wanted to show you something. I don't have anyone else. I think a lot about meteors, the purity of them. Boom! The end, start again. The world made clean for the new man to rebuild. I was meant to be new. I was meant to be beautiful. The world would've looked to the sky and seen hope, seen mercy. Instead they'll look up in horror because of you. You've wounded me. I give you full marks for that. But, like the man said, ""What doesn't kill me… ""…just makes me stronger.""",MALE
717,TONY STARK,This framework is not compatible.,MALE
718,BRUCE BANNER,The genetic coding tower's at ninety-seven percent. You have got to upload that schematic in the next three minutes.,MALE
719,STEVE ROGERS,I'm gonna say this once.,MALE
720,TONY STARK,"How about ""nonce""?",MALE
721,STEVE ROGERS,Shut it down!,MALE
722,TONY STARK,"Nope, not gonna happen.",MALE
723,STEVE ROGERS,You don't know what you're doing.,MALE
724,BRUCE BANNER,And you do? She's not in your head?,MALE
725,WANDA MAXIMOFF,I know you're angry.,FEMALE
726,BRUCE BANNER,"Oh, we're way past that. I could choke the life out of you and never change a shade.",MALE
727,STEVE ROGERS,"Banner, after everything that's happened...",MALE
728,TONY STARK,That's nothing compared to what's coming!,MALE
729,WANDA MAXIMOFF,You don't know what's in there!,FEMALE
730,STEVE ROGERS,This isn't a game...,MALE
731,WANDA MAXIMOFF,The creature...!,FEMALE
732,PIETRO MAXIMOFF,"No, no. Go on. You were saying?",MALE
733,WANDA MAXIMOFF,Pietro!,FEMALE
734,CLINT BARTON,What? You didn't see that coming?,MALE
735,BRUCE BANNER,"Go ahead, piss me off.  Wait!",MALE
736,VISION,"I'm sorry, that was...odd.  Thank you.",MALE
737,STEVE ROGERS,"Thor, you helped create this?",MALE
738,THOR,I've had a vision. A whirlpool that sucks in all hope of life and at it's center is that.,MALE
739,BRUCE BANNER,"What, the gem?",MALE
740,THOR,"It's the Mind Stone. It's one of the six Infinity Stones, the greatest power in the universe, unparalleled in its destructive capabilities.",MALE
741,STEVE ROGERS,Then why would you bring it to...,MALE
742,THOR,Because Stark is right.,MALE
743,BRUCE BANNER,"Oh, it's definitely the end times.",MALE
744,THOR,The Avengers cannot defeat Ultron.,MALE
745,VISION,Not alone.,MALE
746,STEVE ROGERS,"Why does your ""vision"" sound like JARVIS?",MALE
747,TONY STARK,We...we reconfigured JARVIS' matrix to create something new.,MALE
748,STEVE ROGERS,I think I've had my fill of new.,MALE
749,VISION,You think I'm a child of Ultron?,MALE
750,STEVE ROGERS,You're not?,MALE
751,VISION,I'm not Ultron. I'm not JARVIS. I am...I am.,MALE
752,WANDA MAXIMOFF,I looked in your head and saw annihilation.,FEMALE
753,VISION,Look again.,MALE
754,CLINT BARTON,Yeah. Her seal of approval means jack to me.,MALE
755,THOR,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and they're nothing compared to what it can unleash. But with it on our side...",MALE
756,STEVE ROGERS,Is it? Are you? On our side?,MALE
757,VISION,I don't think it's that simple.,MALE
