,Unnamed: 0,character,line,gender
333,333,WANDA MAXIMOFF,"I used to think of myself one way. But after this . . .  I am something else. I'm still me, I think, but . . . that's not what everyone else sees.",FEMALE
334,334,VISION,"Do you know, I don't know what this is?  Not really. I know it's not of this world, that it powered Loki's staff, gave you your abilities, but . . . its true nature is a mystery. And yet, it is part of me.",MALE
335,335,WANDA MAXIMOFF,Are you afraid of it?,FEMALE
336,336,VISION,"I wish to understand it. The more I do, the less it controls me. One day . . . who knows? I may even control it.",MALE
337,337,WANDA MAXIMOFF,I don't know what's in this but it is not paprika. I'm gonna go to the store. I'll be back in 20 minutes.,FEMALE
338,338,VISION,"Alternatively, we could order a pizza?",MALE
339,339,WANDA MAXIMOFF,"Vision, are you not letting me leave?",FEMALE
340,340,VISION,It is a question of safety.,MALE
341,341,WANDA MAXIMOFF,I can protect myself.,FEMALE
342,342,VISION,Not yours. Mr. Stark would like to avoid the possibility of another public incident. Until the Accords are on a . . . more secured foundation.,MALE
343,343,WANDA MAXIMOFF,And what do you want?,FEMALE
344,344,VISION,For people to see you . . . as I do.,MALE
345,345,SAM WILSON,"So, you like cats?",MALE
346,346,STEVE ROGERS,Sam.,MALE
347,347,SAM WILSON,What? Dude shows up dressed like a cat and you don't wanna know more?,MALE
348,348,STEVE ROGERS,Your suit . . . t's Vibranium?,MALE
349,349,T'CHALA,"The Black Panther has been the protector of Wakanda for generations. A mantle, passed from warrior to warrior. And now, because your friend murdered my father, I also wear the mantle of king. So, I ask you . . . as both warrior and king . . . how long do you think you can keep your friend safe from me?",MALE
350,350,STEVE ROGERS,What's gonna happen to him?,MALE
351,351,EVERETT ROSS,Same thing that ought to happen to you. Psychological evaluation and extradition.,MALE
352,352,SHARON CARTER,"This is Everett Ross, Deputy Task Force Commander.",FEMALE
353,353,STEVE ROGERS,What about our lawyer?,MALE
354,354,EVERETT ROSS,"Lawyer. That's funny. See their weapons are placed in lockup. Oh, we'll write you a receipt.",MALE
355,355,SAM WILSON,I better not look out the window and see anybody flying around in that.,MALE
356,356,EVERETT ROSS,"You'll be provided with an office instead of a cell. Now, do me a favor, stay in it?",MALE
357,357,T'CHALA,I don't intend on going anywhere.,MALE
358,358,NATASHA ROMANOFF,"For the record, this is what making things worse looks like.",FEMALE
359,359,STEVE ROGERS,He's alive.,MALE
360,360,TONY STARK,"No. Romania was not Accords-sanctioned. And, Colonel Rhodes is supervising cleanup.",MALE
361,361,NATASHA ROMANOFF,Try not to break anything while we fix this.,FEMALE
362,362,TONY STARK,"Consequences? You bet there'll be consequences. Obviously you can quote me on that 'cause I just said it. Anything else? Thank you, sir.",MALE
363,363,STEVE ROGERS,Consequences'?,MALE
364,364,TONY STARK,Secretary Ross wants you both prosecuted. Had to give him something.,MALE
365,365,STEVE ROGERS,"I'm not getting that shield back, am I?",MALE
366,366,NATASHA ROMANOFF,"Technically, it's the government's property. Wings, too.",FEMALE
367,367,SAM WILSON,That's cold.,MALE
368,368,TONY STARK,Warmer than jail.,MALE
369,369,DELIVERY TRUCK DRIVER,This can't be right. What the hell?,MALE
370,370,TONY STARK,"Hey, you wanna see something cool? I pulled something from Dad's archives. Felt timely.  FDR signed the Lend-Lease bill with these in 1941. Provided support to the Allies when they needed it most.",MALE
371,371,STEVE ROGERS,Some would say it brought our country closer to war.,MALE
372,372,TONY STARK,"See? If not for these, you wouldn't be here. I'm trying to . . . what do you call it? That's an olive branch. Is that what you call it?",MALE
373,373,STEVE ROGERS,Is Pepper here? I didn't see her.,MALE
374,374,TONY STARK,"We're kinda . . . well, not kinda . . .",MALE
375,375,STEVE ROGERS,Pregnant?,MALE
376,376,TONY STARK,No. Definitely not. We're taking a break. It's nobody's fault.,MALE
377,377,STEVE ROGERS,"I'm so sorry, Tony. I didn't know.",MALE
378,378,TONY STARK,"A few years ago, I almost lost her, so I trashed all my suits. Then, we had to mop up HYDRA . . . and then Ultron. My fault. And then, and then, and then, I never stopped. Because the truth is I don't wanna stop. I don't wanna lose her. I thought maybe the Accords could split the difference.  In her defense, I'm a handful. Yet, Dad was a pain in the ass, but he and Mom always made it work.",MALE
379,379,STEVE ROGERS,"You know, I'm glad Howard got married. I only knew him when he was young and single.",MALE
380,380,TONY STARK,"Oh, really? You two knew each other? He never mentioned that. Maybe only a thousand times. God, I hated you.",MALE
381,381,STEVE ROGERS,I don't mean to make things difficult.,MALE
382,382,TONY STARK,"I know, because you're a very polite person.",MALE
383,383,STEVE ROGERS,If I see a situation pointed south . . . I can't ignore it. Sometimes I wish I could.,MALE
384,384,TONY STARK,"No, you don't.",MALE
385,385,STEVE ROGERS,"No, I don't. Sometimes . . .",MALE
386,386,TONY STARK,"Sometimes I wanna punch you in your perfect teeth. But I don't wanna see you gone. We need you, Cap. So far, nothing's happened that can't be undone, if you sign. We can make the last 24 hours legit. Barnes gets transferred to an American psych-center . . . instead of a Wakandan prison.",MALE
387,387,STEVE ROGERS,"I'm not saying it's impossible, but there would have to be safeguards.",MALE
388,388,TONY STARK,"Sure. Once we put out the PR fire, those documents can be amended. I'd file a motion to have you and Wanda reinstated . . .",MALE
389,389,STEVE ROGERS,Wanda? What about Wanda?,MALE
390,390,TONY STARK,"She's fine. She's confined to the compound, currently. Vision's keeping her company.",MALE
391,391,STEVE ROGERS,"Oh God, Tony! Every time. Every time I think you see things the right way . . .",MALE
392,392,TONY STARK,What? It's a 100 acres with a lap pool. It's got a screening room. There's worse ways to protect people.,MALE
393,393,STEVE ROGERS,"Protection? Is that how you see this? This is protection? It's internment, Tony.",MALE
394,394,TONY STARK,She's not a US citizen.,MALE
395,395,STEVE ROGERS,"Oh, come on, Tony.",MALE
396,396,TONY STARK,And they don't grant visas to weapons of mass destruction.,MALE
397,397,STEVE ROGERS,She's a kid!,MALE
398,398,TONY STARK,GIVE ME A BREAK! I'm doing what has to be done . . . to stave off something worse.,MALE
399,399,STEVE ROGERS,You keep telling yourself that.  Hate to break up the set.,MALE
400,400,HELMUT ZEMO,"Hello, Mr. Barnes. I've been sent by the United Nations to evaluate you. Do you mind if I sit? Your first name is James?",MALE
401,401,SHARON CARTER,The receipt for your gear.,FEMALE
402,402,SAM WILSON,Bird costume'? Come on.,MALE
403,403,SHARON CARTER,I didn't write it.,FEMALE
404,404,HELMUT ZEMO,"I'm not here to judge you. I just want to ask you a few questions. Do you know where you are, James? I can't help you if you don't talk to me, James.",MALE
405,405,BUCKY,My name is Bucky.,MALE
406,406,DELIVERY TRUCK DRIVER,Hello? Hey. I have a big one for you.  Okay. Here. Just sign here.,MALE
407,407,CUSTODIAN,Here?,MALE
408,408,DELIVERY TRUCK DRIVER,Yeah.,MALE
409,409,STEVE ROGERS,Why would the Task Force release this photo to begin with?,MALE
410,410,SHARON CARTER,"Get the word out, involve as many eyes as we can?",FEMALE
411,411,STEVE ROGERS,"Right. It's a good way to flush a guy out of hiding. Set off a bomb, get your picture taken. Get seven billion people looking for the Winter Soldier.",MALE
412,412,SHARON CARTER,You're saying someone framed him to find him.,FEMALE
413,413,SAM WILSON,"Steve, we looked for the guy for two years and found nothing.",MALE
414,414,STEVE ROGERS,We didn't bomb the UN. That turns a lot of heads.,MALE
415,415,SHARON CARTER,"Yeah, but that doesn't guarantee that whoever framed him would get him. It guarantees that we would.",FEMALE
416,416,STEVE ROGERS,Yeah.,MALE
417,417,HELMUT ZEMO,"Tell me, Bucky. You've seen a great deal, haven't you?",MALE
418,418,BUCKY,I don't want to talk about it.,MALE
419,419,HELMUT ZEMO,"You fear that… if you open your mouth, the horrors might never stop. Don't worry.  We only have to talk about one.",MALE
420,420,CUSTODIAN,Hey. What is this?,MALE
421,421,DELIVERY TRUCK DRIVER,I don't know.,MALE
422,422,EVERETT ROSS,"Great. Come on, guys, get me eyes on Barnes. Go.",MALE
423,423,TONY STARK,"FRIDAY, get me the source of that outage.",MALE
424,424,SHARON CARTER,"Sub-level 5, east wing.",FEMALE
425,425,BUCKY,What the hell is this?,MALE
426,426,HELMUT ZEMO,"Why don't we discuss your home? Not Romania. Certainly not Brooklyn, no. I mean, your real home.  Longing.",MALE
427,427,BUCKY,No.,MALE
428,428,HELMUT ZEMO,Rusted.,MALE
429,429,BUCKY,Stop.,MALE
430,430,HELMUT ZEMO,Seventeen.,MALE
431,431,BUCKY,Stop.,MALE
432,432,HELMUT ZEMO,Daybreak.,MALE
433,433,HELMUT ZEMO,Furnace. Nine.,MALE
434,434,HELMUT ZEMO,Benign.,MALE
435,435,HELMUT ZEMO,Homecoming. One. Freight car.,MALE
436,436,HELMUT ZEMO,Soldier?,MALE
437,437,BUCKY,Ready to comply.,MALE
438,438,HELMUT ZEMO,"Mission report. December 16, 1991.",MALE
439,439,HELMUT ZEMO,Help me. Help.,MALE
440,440,STEVE ROGERS,Get up.  Who are you? What do you want?,MALE
441,441,HELMUT ZEMO,To see an empire fall.,MALE
442,442,MAN ON PA,The east wing is compromised. I repeat: the east wing is compromised.,MALE
443,443,SAM WILSON,Hey.,MALE
444,444,EVERETT ROSS,"Evac all civilians. Get me a perimeter around the building, and gunships in the air.",MALE
445,445,NATASHA ROMANOFF,Please tell me you brought a suit.,FEMALE
446,446,TONY STARK,"Sure did. It's a lovely Tom Ford, three-piece, two-button. I'm an active-duty non-combatant.",MALE
447,447,SHARON CARTER,Follow me.,FEMALE
448,448,NATASHA ROMANOFF,We're in position.,FEMALE
449,449,NATASHA ROMANOFF,You could at least recognize me.,FEMALE
450,450,SAM WILSON,Damn it.,MALE
451,451,ZEMO'S WIFE,"He asked me again if you were going to be there. I said I wasn't sure. You should've seen his little face. Just try, okay? I'm going to bed. I love you.",FEMALE
452,452,NEWS ANCHOR,"James Barnes, the suspect in the UN Vienna bombing escaped custody today. Also missing Avenger Captain Steve Rogers and Sam Wilson.",MALE
453,453,SAM WILSON,"Hey, Cap!",MALE
454,454,BUCKY,Steve.,MALE
455,455,STEVE ROGERS,Which Bucky am I talking to?,MALE
456,456,BUCKY,Your mom's name was Sarah...You used to wear newspapers in your shoes.,MALE
457,457,STEVE ROGERS,Can't read that in a museum.,MALE
458,458,SAM WILSON,"Just like that, we're suppose to be cool?",MALE
459,459,BUCKY,What did I do?,MALE
460,460,STEVE ROGERS,Enough.,MALE
461,461,BUCKY,"Oh, God, I knew this would happen. Everything HYDRA put inside me is still there. All he had to do was say the goddamn words.",MALE
462,462,STEVE ROGERS,Who was he?,MALE
463,463,BUCKY,I don't know.,MALE
464,464,STEVE ROGERS,"People are dead. The bombing, the setup. The doctor did all that just to get 10 minutes with you. I need you to do better than ""I don't know.""",MALE
465,465,BUCKY,He wanted to know about Siberia. Where I was kept. He wanted to know exactly where.,MALE
466,466,STEVE ROGERS,Why would he need to know that?,MALE
467,467,BUCKY,Because I'm not the only Winter Soldier.,MALE
468,468,JOSEF,It hurts!,MALE
469,469,VASILY KARPOV,Good work.,MALE
470,470,VASILY KARPOV,Get me out of here.,MALE
471,471,STEVE ROGERS,Who were they?,MALE
472,472,BUCKY,Their most elite death squad. More kills than anyone in HYDRA history. And that was before the serum.,MALE
473,473,SAM WILSON,They all turn out like you?,MALE
474,474,BUCKY,Worse.,MALE
475,475,STEVE ROGERS,"The doctor, could he control them?",MALE
476,476,BUCKY,Enough.,MALE
477,477,STEVE ROGERS,Said he wanted to see an empire fall.,MALE
478,478,BUCKY,"With these guys he could do it. They speak 30 languages, can hide in plain sight, infiltrate, assassinate, destabilize, They can take a whole country down in one night. You'd never see them coming.",MALE
479,479,SAM WILSON,This would have been a lot easier a week ago.,MALE
480,480,STEVE ROGERS,If we call Tony . . .,MALE
481,481,SAM WILSON,"No, he won't believe us.",MALE
482,482,STEVE ROGERS,Even if he did . . .,MALE
483,483,SAM WILSON,Who knows if the Accords would let him help.,MALE
484,484,STEVE ROGERS,We're on our own.,MALE
485,485,SAM WILSON,Maybe not. I know a guy.,MALE
486,486,SECRETARY ROSS,I don't suppose you have any idea where they are?,MALE
487,487,TONY STARK,We will. GSG-9's got the borders covered. Recon's flying 24/7. They'll get a hit. We'll handle it.,MALE
488,488,SECRETARY ROSS,"You don't get it, Stark. It's not yours to handle. It's clear you can't be objective. I'm putting Special Ops on this.",MALE
489,489,NATASHA ROMANOFF,"What happens when the shooting starts? What, do you kill Steve Rogers?",FEMALE
490,490,SECRETARY ROSS,If we're provoked. Barnes would've been eliminated in Romania if it wasn't for Rogers. There are dead people who would be alive now. Feel free to check my math.,MALE
491,491,TONY STARK,"All due respect, you're not going to solve this with boys in bullets, Ross. You gotta let us bring them in.",MALE
492,492,SECRETARY ROSS,How would that end any differently from the last time?,MALE
493,493,TONY STARK,"Because this time, I won't be wearing loafers and a silk shirt. 72 hours, guaranteed.",MALE
494,494,SECRETARY ROSS,36 hours. Barnes. Rogers. Wilson.,MALE
495,495,TONY STARK,"Thank you, sir.  My left arm is numb, is that normal?",MALE
496,496,NATASHA ROMANOFF,You alright?,FEMALE
497,497,TONY STARK,"Always.  36 hours, jeez.",MALE
498,498,NATASHA ROMANOFF,We're seriously understaffed.,FEMALE
499,499,TONY STARK,"Oh, yeah. It'd be great if we had a Hulk right about now. Any shot?",MALE
500,500,NATASHA ROMANOFF,No. You really think he'd be on our side?,FEMALE
501,501,TONY STARK,No.,MALE
502,502,NATASHA ROMANOFF,I have an idea.,FEMALE
503,503,TONY STARK,Me too. Where's yours?,MALE
504,504,NATASHA ROMANOFF,Downstairs. Where's yours?,FEMALE
505,505,PETER PARKER,"Hey, May.",MALE
506,506,MAY PARKER,Mmm. Hey. How was school today?,FEMALE
507,507,PETER PARKER,Okay. This crazy car parked outside . . .,MALE
508,508,TONY STARK,"Oh, Mr. Parker.",MALE
509,509,PETER PARKER,"Um . . .  What--what are you doing . . .? Hey! Uh, I'm--Im--I'm Peter.",MALE
510,510,TONY STARK,Tony.,MALE
511,511,PETER PARKER,What are . . .what are you--what are you--what are you doing here?,MALE
512,512,TONY STARK,"It's about time we met. You've been getting my e-mails, right?",MALE
513,513,PETER PARKER,Yeah. Yeah.,MALE
514,514,TONY STARK,Right?,MALE
515,515,PETER PARKER,Regarding the . . .,MALE
516,516,MAY PARKER,You didn't tell me about the grant.,FEMALE
517,517,PETER PARKER,About the grant.,MALE
518,518,TONY STARK,The September Foundation.,MALE
519,519,PETER PARKER,Right.,MALE
520,520,TONY STARK,Yeah. Remember when you applied?,MALE
521,521,PETER PARKER,Yeah.,MALE
522,522,TONY STARK,"I approved, so now we're in business.",MALE
523,523,MAY PARKER,You didn't tell me anything. What's up with that? You keeping secrets from me now?,FEMALE
524,524,PETER PARKER,"Why, I just, I just . . . I just know how much you love surprises, so I thought I would let you know . . . wh . . . anyway, what did I apply for?",MALE
525,525,TONY STARK,That's what I'm here to hash out.,MALE
526,526,PETER PARKER,"Okay. Hash, hash out, okay.",MALE
527,527,TONY STARK,It's so hard for me to believe that she's someone's aunt.,MALE
528,528,MAY PARKER,"Yeah, well, we come in all shapes and sizes, you know?",FEMALE
529,529,TONY STARK,This walnut date loaf is exceptional.,MALE
530,530,PETER PARKER,Let me just stop you there.,MALE
531,531,TONY STARK,Yeah?,MALE
532,532,PETER PARKER,"Is this grant, like, got money involved or whatever? No?",MALE
533,533,TONY STARK,Yeah.,MALE
534,534,PETER PARKER,Yeah?,MALE
535,535,TONY STARK,It's pretty well funded.,MALE
536,536,PETER PARKER,Wow.,MALE
537,537,TONY STARK,Look who you're talking to. Can I have 5 minutes with him?,MALE
538,538,MAY PARKER,Sure.,FEMALE
539,539,TONY STARK,"As walnut date loaves go, that wasn't bad.  Whoa, what do we have here? Retro tech, huh? Thrift store? Salvation Army?",MALE
540,540,PETER PARKER,"Uh, the garbage, actually.",MALE
541,541,TONY STARK,You're a dumpster diver.,MALE
542,542,PETER PARKER,"Yeah, I was . . . anyway, look, um, I definitely did not apply for your grant.",MALE
543,543,TONY STARK,Ah-ah! Me first.,MALE
544,544,PETER PARKER,Okay.,MALE
545,545,TONY STARK,"Quick question of the rhetorical variety.  That's you, right?",MALE
546,546,PETER PARKER,"Um, no. What do you. What do you mean?",MALE
547,547,TONY STARK,"Yeah. Look at you go. Wow! Nice catch. 3,000 pounds, 40 miles an hour. That's not easy. You got mad skills.",MALE
548,548,PETER PARKER,"That's all- That's all on YouTube, though, right? I mean, that's where you found that? Because you know that's all fake. It's all done on the computer.",MALE
549,549,TONY STARK,Mm-Hmm.,MALE
550,550,PETER PARKER,It's like that video. What is it?,MALE
551,551,TONY STARK,"Yeah, yeah, yeah, yeah . . . oh, you mean like those UFOs over Phoenix?",MALE
552,552,PETER PARKER,Exactly.,MALE
553,553,TONY STARK,"Oh, what have we here?",MALE
554,554,PETER PARKER,Uh . . . that's a . . .,MALE
555,555,TONY STARK,So. You're the . . . Spider . . . ling. Crime-fighting Spider . . .you're Spider-Boy?,MALE
556,556,PETER PARKER,S . . . Spider-Man.,MALE
557,557,TONY STARK,"Not in that onesie, you're not.",MALE
558,558,PETER PARKER,"It's not a onesie.  I don't believe this. I was actually having a real good day today, you know, Mr. Stark. Didn't miss my train, this perfectly good DVD player was just sitting there and . . . Algebra test. Nailed it!",MALE
559,559,TONY STARK,Who else knows? Anybody?,MALE
560,560,PETER PARKER,Nobody.,MALE
561,561,TONY STARK,Not even your . . . unusually attractive aunt?,MALE
562,562,PETER PARKER,"No. No, no. No, no. If she knew, she would freak out. And when she freaks out, I freak out.",MALE
563,563,TONY STARK,You know what I think is really cool? This webbing. That tensile strength is off the charts. Who manufactured that?,MALE
564,564,PETER PARKER,I did.,MALE
565,565,TONY STARK,"Climbing the walls, how you doing that? Adhesive gloves?",MALE
566,566,PETER PARKER,It's a long story. I was uh . . .,MALE
567,567,TONY STARK,Lordy! Can you even see in these?,MALE
568,568,PETER PARKER,"Yes. Yes, I can! I can. I can-I can see in those. Okay? It's just that… when whatever happened, happened . . . it's like my senses have been dialed to 11. There's way too much input, so . . . they just kinda help me focus.",MALE
569,569,TONY STARK,"You're in dire need of an upgrade. Systemic, top to bottom. 100-point restoration. That's why I'm here.  Why you doing this? I gotta know. What's your MO? What gets you outta that twin bed in the morning?",MALE
570,570,PETER PARKER,"Because . . .  because l've been me my whole life, and l've had these powers for 6 months.",MALE
571,571,TONY STARK,Mm-Hmm.,MALE
572,572,PETER PARKER,"I read books, I build computers . . . and--and yeah. I would love to play football. But I couldn't then so I shouldn't now.",MALE
573,573,TONY STARK,"Sure, because you're different.",MALE
574,574,PETER PARKER,"Exactly. But I can't tell anybody that, so I'm not. When you can do the things that I can, but you don't . . .  and then the bad things happen . . . they happen because of you.",MALE
575,575,TONY STARK,"So you wanna look out for the little guy? You wanna do your part? Make the world a better place, all that, right?",MALE
576,576,PETER PARKER,Yeah. Yeah just looking out . . . for the little guy. That's--that's what it is.,MALE
577,577,TONY STARK,"I'm gonna sit here, so you move the leg.  You got a passport?",MALE
578,578,PETER PARKER,"Uh, no. I don't even have a driver's license.",MALE
579,579,TONY STARK,You ever been to Germany?,MALE
580,580,PETER PARKER,No.,MALE
581,581,TONY STARK,"Oh, you'll love it.",MALE
582,582,PETER PARKER,I can't go to Germany!,MALE
583,583,TONY STARK,Why?,MALE
584,584,PETER PARKER,I got . . . homework.,MALE
585,585,TONY STARK,I'm gonna pretend you didn't say that.,MALE
586,586,PETER PARKER,I'm---I'm being serious! I can't just drop out of school!,MALE
587,587,TONY STARK,Might be a little dangerous. Better tell Aunt Hottie I'm taking you on a field trip.,MALE
588,588,PETER PARKER,Don't tell Aunt May.,MALE
589,589,TONY STARK,"Alright, Spider-Man.  Get me out of this.",MALE
590,590,PETER PARKER,"Sorry, I'll get the . . .",MALE
591,591,WANDA MAXIMOFF,What is it?,FEMALE
592,592,VISION,"Stay here, please.",MALE
593,593,CLINT BARTON,Guess I shoulda knocked.,MALE
594,594,WANDA MAXIMOFF,Oh my god! What are you doing here?,FEMALE
595,595,CLINT BARTON,Disappointing my kids.  I'm supposed to go water-skiing. Cap needs our help. Come on.,MALE
596,596,VISION,Clint!  You should not be here.,MALE
597,597,CLINT BARTON,"Really? I retire for, what, like five minutes, and it all goes to shit.",MALE
598,598,VISION,Please consider the consequences of your actions.,MALE
599,599,CLINT BARTON,"Okay, they're considered. Okay, we gotta go.  It's this way.",MALE
600,600,WANDA MAXIMOFF,I've caused enough problems.,FEMALE
601,601,CLINT BARTON,"You gotta help me, Wanda. Look, you wanna mope, can go to high school. You wanna make amends, you get off your ass. Shit.  I knew I should've stretched.",MALE
602,602,VISION,"Clint, you can't overpower me.",MALE
603,603,CLINT BARTON,I know I can't. But she can.,MALE
604,604,WANDA MAXIMOFF,"Vision, that's enough. Let him go. I'm leaving.",FEMALE
605,605,VISION,I can't let you.,MALE
606,606,WANDA MAXIMOFF,I'm sorry.,FEMALE
607,607,VISION,If you do this . . . they will never stop being afraid of you.,MALE
608,608,WANDA MAXIMOFF,"I can't control their fear, only my own.",FEMALE
609,609,CLINT BARTON,Oh . . . come on. We got one more stop.,MALE
610,610,ATTACHE,"It's just a matter of time. Our satellites are running facial, bio-metric, and behavioral pattern scans.",MALE
611,611,SECURITY CHIEF,"Move, or you will be moved.",MALE
612,612,T'CHALA,As entertaining as that would be . . .,MALE
613,613,NATASHA ROMANOFF,You really think you can find him?,FEMALE
614,614,T'CHALA,My resources are considerable.,MALE
615,615,NATASHA ROMANOFF,"Yeah, it took the world 70 years to find Barnes . . . so you could probably do that in about half the time.",FEMALE
616,616,T'CHALA,You know where they are.,MALE
617,617,NATASHA ROMANOFF,I know someone who does.,FEMALE
618,618,SHARON CARTER,Not sure you understand the concept of a getaway car.,FEMALE
619,619,STEVE ROGERS,It's low profile.,MALE
620,620,SHARON CARTER,"Good, because this stuff tends to draw a crowd.",FEMALE
621,621,BUCKY,Can you move your seat up?,MALE
622,622,SAM WILSON,No.,MALE
623,623,STEVE ROGERS,I owe you again.,MALE
624,624,SHARON CARTER,"Keeping a list.  You know, he kinda tried to kill me.",FEMALE
625,625,STEVE ROGERS,"Sorry. I'll put it on the list, too. They're going to come looking for you.",MALE
626,626,SHARON CARTER,I know.,FEMALE
627,627,STEVE ROGERS,"Thank you, Sharon.",MALE
628,628,SHARON CARTER,That was . . .,FEMALE
629,629,STEVE ROGERS,Late.,MALE
630,630,SHARON CARTER,Damn right. I should go.,FEMALE
631,631,STEVE ROGERS,Okay.,MALE
632,632,CLINT BARTON,Cap.,MALE
633,633,STEVE ROGERS,You know I wouldn't have called If I had any other choice.,MALE
634,634,CLINT BARTON,"Hey man, you're doing me a favor. Besides, I owe a debt.",MALE
635,635,STEVE ROGERS,Thanks for having my back.,MALE
636,636,WANDA MAXIMOFF,It was time to get off my ass.,FEMALE
637,637,STEVE ROGERS,How about our other recruit?,MALE
638,638,CLINT BARTON,"He's rarin' to go. Had to put a little coffee in him, but… he should be good.",MALE
639,639,SCOTT LANG,What timezone is this?,MALE
640,640,CLINT BARTON,Come on. Come on.,MALE
641,641,SCOTT LANG,Captain America.,MALE
642,642,STEVE ROGERS,Mr. Lang.,MALE
643,643,SCOTT LANG,"It's an honor. I'm shaking your hand too long. Wow! This is awesome! Captain America.  I know you, too. You're great!  Jeez. Ah, look, I wanna say, I know you know a lot of super people, so . . . thinks for thanking of me.  Hey, man!",MALE
644,644,SAM WILSON,"What's up, Tic Tac?",MALE
645,645,SCOTT LANG,"Uh, good to see you. Look, what happened last time when I . . .",MALE
646,646,SAM WILSON,"It was a great audition, but it'll . . . it'll never happen again.",MALE
647,647,STEVE ROGERS,They tell you what we're up against?,MALE
648,648,SCOTT LANG,Something about some . . . psycho-assassins?,MALE
649,649,STEVE ROGERS,"We're outside the law on this one. So, if you come with us, you're a wanted man.",MALE
650,650,SCOTT LANG,"Yeah, well, what else is new?",MALE
651,651,BUCKY,We should get moving.,MALE
652,652,CLINT BARTON,We got a chopper lined up.,MALE
653,653,MAN ON PA,This is an emergency. All passengers must evacuate the airport immediately.,MALE
654,654,BUCKY,They're evacuating the airport.,MALE
655,655,SAM WILSON,Stark.,MALE
656,656,SCOTT LANG,Stark?,MALE
657,657,STEVE ROGERS,Suit up.,MALE
658,658,TONY STARK,"Wow, it's so weird how you run into people at the airport. Don't you think that's weird?",MALE
659,659,JAMES RHODES,Definitely weird.,MALE
660,660,STEVE ROGERS,"Hear me out, Tony. That doctor, the psychiatrist, he's behind all of this.",MALE
661,661,T'CHALA,Captain.,MALE
662,662,STEVE ROGERS,Your highness.,MALE
663,663,TONY STARK,"Anyway, Ross gave me 36 hours to bring you in. That was 24 hours ago. Can you help a brother out?",MALE
664,664,STEVE ROGERS,You're after the wrong guy.,MALE
665,665,TONY STARK,Your judgment is askew. Your old war buddy killed innocent people yesterday.,MALE
666,666,STEVE ROGERS,"And there are five more super soldiers just like him. I can't let the doctor find them first, Tony. I can't.",MALE
667,667,NATASHA ROMANOFF,Steve . . . you know what's about to happen. Do you really wanna punch your way out of this one?,FEMALE
668,668,TONY STARK,"All right, I've run out of patience. Underoos!  Nice job, kid.",MALE
669,669,PETER PARKER,"Thanks. Well, I could've stuck the landing a little better. It's just the new suit… Well, it's nothing, Mr. Stark. It's--it's perfect. Thank you.",MALE
670,670,TONY STARK,"Yeah, we don't really need to start a conversation.",MALE
671,671,PETER PARKER,"Okay. Cap . . . Captain. Big fan, I'm Spider-Man.",MALE
672,672,TONY STARK,"Yeah, we'll talk about it later. Just . . .",MALE
673,673,PETER PARKER,"Hey, everyone.",MALE
674,674,TONY STARK,. . . Good job.,MALE
675,675,STEVE ROGERS,You've been busy.,MALE
676,676,TONY STARK,"And you've been a complete idiot. Dragging in Clint. 'Rescuing' Wanda from a place she doesn't even want to leave, a safe place. I'm trying to keep . . . I'm trying to keep you from tearing the Avengers apart.",MALE
677,677,STEVE ROGERS,You did that when you signed.,MALE
678,678,TONY STARK,"Alright, We're done. You're gonna turn Barnes over, you're gonna come with us. NOW! Because it's us! Or a squad of J-SOC guys . . . with no compunction about being impolite.  Come on.",MALE
679,679,SAM WILSON,"We found it. Their Quinjet's in hanger five, north runway.",MALE
680,680,STEVE ROGERS,"Alright, Lang.",MALE
681,681,PETER PARKER,"Hey, guys, something . . .",MALE
682,682,JAMES RHODES,Whoa. What--what the hell was that?,MALE
683,683,SCOTT LANG,"I believe this is yours, Captain America.",MALE
684,684,TONY STARK,"Oh, great. Alright, there's two on the parking deck. One of them's Maximoff, I'm gonna grab her. Rhodey, you want to take Cap?",MALE
685,685,JAMES RHODES,"Got two in the terminal, Wilson and Barnes.",MALE
686,686,T'CHALA,Barnes is mine!,MALE
687,687,PETER PARKER,"Hey, Mr. Stark, what should I do?",MALE
688,688,TONY STARK,What we discussed. Keep your distance. Web 'em up.,MALE
689,689,PETER PARKER,"Okay, copy that!",MALE
690,690,T'CHALA,"Move, Captain. I won't ask a second time.",MALE
691,691,SCOTT LANG,"Look, I really don't want to hurt you.",MALE
692,692,NATASHA ROMANOFF,I wouldn't stress about it.,FEMALE
693,693,BUCKY,What the hell is that?,MALE
694,694,SAM WILSON,Everyone's got a gimmick now.,MALE
695,695,PETER PARKER,"You have a metal arm? That is awesome, dude!  You have the right to remain silent!",MALE
696,696,JAMES RHODES,"Sorry, Cap. This won't kill you but it ain't gonna tickle either.",MALE
697,697,TONY STARK,"Wanda, I think you hurt Vision's feelings.",MALE
698,698,WANDA MAXIMOFF,You locked me in my room.,FEMALE
699,699,TONY STARK,"Okay. First, that's an exaggeration. Second, I did it to protect you. Hey, Clint.",MALE
700,700,CLINT BARTON,"Hey, man.",MALE
701,701,TONY STARK,"Clearly, retirement doesn't suit you. You got tired of shooting golf?",MALE
702,702,CLINT BARTON,"Well, I played 18, I shot 18. Just can't seem to miss.",MALE
703,703,TONY STARK,First time for everything.,MALE
704,704,CLINT BARTON,Made you look.,MALE
705,705,FRIDAY,Multiple contusions detected.,MALE
706,706,TONY STARK,"Yeah, I detected that too.",MALE
