,character,line,gender
342,ARMY HECKLER#2,"Nice boots, Tinker Bell!",FEMALE
343,STEVE ROGERS,"Come on, guys. We’re all on the same team here.",MALE
344,ARMY HECKLER#3,"Hey, Captain! Sign this!",FEMALE
345,ARMY HECKLER#4,Bring back the girls!,FEMALE
346,BRANDT'S AIDE,"Don’t worry, pal. They’ll warm up to you. Don’t worry.",MALE
347,PEGGY CARTER,"Hello, Steve.",FEMALE
348,STEVE ROGERS,Hi.,MALE
349,PEGGY CARTER,Hi.,FEMALE
350,STEVE ROGERS,What are you doin’ here?,MALE
351,PEGGY CARTER,Officially I’m not here at all. That was quite a performance.,FEMALE
352,STEVE ROGERS,Yeah. Uh… I had to improvise a little bit. Crowds I’m used to are usually more uh… twelve.,MALE
353,PEGGY CARTER,"I understand you’re ""America’s New Hope""?",FEMALE
354,STEVE ROGERS,Bond sales take a ten percent bump in every state I visit.,MALE
355,PEGGY CARTER,Is that Senator Brandt I hear?,FEMALE
356,STEVE ROGERS,At least he’s got me doin’ this. Phillips would have had be stuck in lab.,MALE
357,PEGGY CARTER,"And these are your only two options? A lab rat or a dancing monkey? You were meant for more than this, you know?  What?",FEMALE
358,STEVE ROGERS,"You know for the longest time I dreamed about coming overseas and being on the front lines. Serving my country. I finally get everything I wanted, and I’m wearing tights.  They look like they’ve been through hell.",MALE
359,PEGGY CARTER,These men more than most. Schmidt sent out a force to Azzano. Two hundred men went up against him and less than fifty returned. Your audience contained what was left of the one-oh-seventh. The rest were killed or captured.,FEMALE
360,STEVE ROGERS,The one-oh-seventh?,MALE
361,PEGGY CARTER,What?,FEMALE
362,STEVE ROGERS,Come on!  Colonel Phillips.,MALE
363,COL. CHESTER PHILLIPS,"Well, if it isn’t the Star-Spangled Man With A Plan. And what is your plan today?",MALE
364,STEVE ROGERS,I need the casualty list from Azzano.,MALE
365,COL. CHESTER PHILLIPS,"You don’t get to give me orders, son.",MALE
366,STEVE ROGERS,I just need one name. Sergeant James Barnes from the hundred and seventh.,MALE
367,COL. CHESTER PHILLIPS,You and I are gonna have a conversation later that you won’t enjoy.,MALE
368,STEVE ROGERS,"Please tell me if he’s alive, sir. B-A-R…",MALE
369,COL. CHESTER PHILLIPS,I can spell.  I have signed more of these condolence letters today than I would care to count. But the name does sound familiar. I’m sorry.,MALE
370,STEVE ROGERS,What about the others? Are you planning a rescue mission?,MALE
371,COL. CHESTER PHILLIPS,Yeah! It’s called winning the war.,MALE
372,STEVE ROGERS,"But if you know where they are, why not at least…?",MALE
373,COL. CHESTER PHILLIPS,"They’re thirty miles behind the lines. Through the most heavily fortified territory in Europe. We’d lose more men than we’d save. But I don’t expect you to understand that, because you’re a chorus girl.",MALE
374,STEVE ROGERS,I think I understand just fine.,MALE
375,COL. CHESTER PHILLIPS,"Well then understand it somewhere else. If I read the posters correctly, you got some place to be in thirty minutes.",MALE
376,STEVE ROGERS,"Yes, sir. I do.",MALE
377,COL. CHESTER PHILLIPS,"If you have something to say, right now is the perfect time to keep it to yourself.",MALE
378,PEGGY CARTER,What do you plan to do? Walk to Austria?,FEMALE
379,STEVE ROGERS,If that’s what it takes.,MALE
380,PEGGY CARTER,"You heard the Colonel, your friend is most likely dead.",FEMALE
381,STEVE ROGERS,You don’t know that.,MALE
382,PEGGY CARTER,"Even so, he’s devising a strategy. If he detects…",FEMALE
383,STEVE ROGERS,"By the time he’s done that, it could be too late!  You told me you thought I was meant for more than this. Did you mean that?",MALE
384,PEGGY CARTER,Every word.,FEMALE
385,STEVE ROGERS,Then you gotta let me go.,MALE
386,PEGGY CARTER,I can do more than that.,FEMALE
387,BRANDT'S AIDE,"On stage, girls. Five minutes!",MALE
388,USO GIRL,Where’s my helmet?,FEMALE
389,BRANDT'S AIDE,Has anyone seen Rogers?,MALE
390,PEGGY CARTER,"The HYDRA camp is in Krausberg, tucked between these two mountain ranges. It’s a factory of some kind.",FEMALE
391,HOWARD STARK,We should be able to drop you right on the doorstep.,MALE
392,STEVE ROGERS,"Just get me as close as you can.  You know, you two are gonna be in a lot of trouble at the lab.",MALE
393,PEGGY CARTER,And you won’t?,FEMALE
394,STEVE ROGERS,"Where I’m goin’, if anybody yells at me I can just shoot ‘em.",MALE
395,PEGGY CARTER,They will undoubtedly shoot back.,FEMALE
396,STEVE ROGERS,"Well, let’s hope it’s good for somethin’.",MALE
397,HOWARD STARK,"Agent Carter, if we’re not in too much of a hurry I thought we could stop off in Lucerne for a late night fondue.",MALE
398,PEGGY CARTER,"Stark is the best civilian pilot I’ve ever seen. He’s mad enough to brave this airspace, we’re lucky to have him.",FEMALE
399,STEVE ROGERS,So are you two…? Do you…? Fondue?,MALE
400,PEGGY CARTER,This is your transponder. Activate it when you’re ready and the signal will lead us straight to you.,FEMALE
401,STEVE ROGERS,Are you sure this thing works?,MALE
402,HOWARD STARK,"It’s been tested more than you, pal.",MALE
403,PEGGY CARTER,Get back here! We’re taking you all the way in.,FEMALE
404,STEVE ROGERS,"As soon as I’m free, you turn this thing around and get the hell outta here!",MALE
405,PEGGY CARTER,You can’t give me orders!,FEMALE
406,STEVE ROGERS,The hell I can’t! I’m a Captain!,MALE
407,DR. ARNIM ZOLA,"As you can see, production of the Valkyrie is progressing on schedule, even with components of this size.",MALE
408,RED SKULL,Increase the output by 60 % and see to it our other facilities do the same.,MALE
409,DR. ARNIM ZOLA,"But the prisoners, I’m not sure they have the strength.",MALE
410,RED SKULL,"Then use up what strength they have left, Doctor. There are always more workers.",MALE
411,DR. ARNIM ZOLA,Not now!,MALE
412,DUM DUM DUGAN,"You know, Fritz, one of these days, I’m gonna have a stick of my own.",MALE
413,STEVE ROGERS,Fellas.,MALE
414,HYDRA GUARDS,Ah!,MALE
415,GABE JONES,Who are you supposed to be?,MALE
416,STEVE ROGERS,I’m… Captain America.,MALE
417,JAMES MONTGOMERY FALSWORTH,I beg your pardon?,MALE
418,DUM DUM DUGAN,"What, are we taking everybody?",MALE
419,JIM MORITA,"I’m from Fresno, Ace.",MALE
420,STEVE ROGERS,Is there anybody else? I’m looking for a Sergeant James Barnes.,MALE
421,JAMES MONTGOMERY FALSWORTH,"There’s an isolation ward in the factory, but no one’s ever come back from it.",MALE
422,STEVE ROGERS,"All right. The tree line is northwest, 80 yards past the gate. Get out fast and give ‘em hell. I’ll meet you guys in the clearing with anybody else I find.",MALE
423,GABE JONES,Wait! You know what you’re doin’?,MALE
424,STEVE ROGERS,Yeah. I’ve knocked out Adolf Hitler over two hundred times.,MALE
425,JIM MORITA,You know how to use that thing?  Okay.,MALE
426,RED SKULL,What is happening?,MALE
427,DUM DUM DUGAN,Hey. Not exactly a Buick.,MALE
428,GABE JONES,That one. Zündung.,MALE
429,DUM DUM DUGAN,Zündung?,MALE
430,JAMES MONTGOMERY FALSWORTH,"Get this thing going, Dugan!",MALE
431,DUM DUM DUGAN,I didn’t know you spoke German.,MALE
432,GABE JONES,"Three semesters at Howards, switched to French, girls much cuter.",MALE
433,DUM DUM DUGAN,Didn’t ask for the resume.,MALE
434,DR. ARNIM ZOLA,"No, no! What are you doing?",MALE
435,RED SKULL,Our forces are outmatched.,MALE
436,JIM MORITA,Keep moving! Grab those grenades!,MALE
437,JAMES BARNES,Sergeant. 32557…,MALE
438,STEVE ROGERS,"Bucky? Oh, my God.",MALE
439,JAMES BARNES,Is that…,MALE
440,STEVE ROGERS,It’s me. It’s Steve.,MALE
441,JAMES BARNES,Steve?,MALE
442,STEVE ROGERS,Come on.,MALE
443,JAMES BARNES,Steve.,MALE
444,STEVE ROGERS,I thought you were dead.,MALE
445,JAMES BARNES,I thought you were smaller.,MALE
446,STEVE ROGERS,Come on.,MALE
447,JAMES BARNES,What happened to you?,MALE
448,STEVE ROGERS,I joined the Army.,MALE
449,JAMES BARNES,Did it hurt?,MALE
450,STEVE ROGERS,A little.,MALE
451,JAMES BARNES,Is it permanent?,MALE
452,STEVE ROGERS,So far.,MALE
453,RED SKULL,"Captain America! How exciting! I’m a great fan of your films. So Dr. Erskine managed it after all. Not exactly an improvement, but still impressive.",MALE
454,STEVE ROGERS,You’ve got no idea.,MALE
455,RED SKULL,"Haven’t I?  No matter what lies Erskine told you, you see I was his greatest success!",MALE
456,JAMES BARNES,"You don’t have one of those, do you?",MALE
457,RED SKULL,"You are deluded, Captain. You pretend to be a simple soldier, but in reality you are just afraid to admit that we have left humanity behind. Unlike you, I embrace it proudly. Without fear!",MALE
458,STEVE ROGERS,"Then how come you’re running?  Come on, let’s go. Up.",MALE
459,DR. ARNIM ZOLA,Sir? Are we going to the roof?  What about me? Where will I sit?,MALE
460,RED SKULL,"Not a scratch, Doctor. Not a scratch.",MALE
461,STEVE ROGERS,Let’s go. One at a time.,MALE
462,JAMES BARNES,Gotta be a rope or something!,MALE
463,STEVE ROGERS,Just go! Get out of here!,MALE
464,JAMES BARNES,No! Not without you!,MALE
465,COL. CHESTER PHILLIPS,"Senator Brandt, I regret to report that Captain Steven G. Rogers went missing behind enemy lines on the third. Aerial reconnaissance has proven unfruitful. As a result, I must declare Captain Rogers killed in action. Period.",MALE
466,PEGGY CARTER,The last surveillance flight is back. No sign of activity.,FEMALE
467,COL. CHESTER PHILLIPS,"Go get a cup of coffee, Corporal.",MALE
468,CORPORAL,"Yes, sir.",MALE
469,COL. CHESTER PHILLIPS,I can’t touch Stark. He’s rich and he’s the Army’s number one weapons contractor. You are neither one.,MALE
470,PEGGY CARTER,"With respect, sir, I don’t regret my actions. And I don’t think Captain Rogers did either.",FEMALE
471,COL. CHESTER PHILLIPS,"What makes you think I give a damn about your opinions. I took a chance with you, Agent Carter. And now America’s golden boy and a lot of other good men are dead, cause you had a crush.",MALE
472,PEGGY CARTER,It wasn’t that. I had faith.,FEMALE
473,COL. CHESTER PHILLIPS,"Well, I hope that’s a big comfort to you when they shut this division down.  What the hell’s going on out there?",MALE
474,MAN#1,Look who it is!,MALE
475,STEVE ROGERS,Some of theres men need medical attention.,MALE
476,MAN#2,"Medic, we got wounded.",MALE
477,STEVE ROGERS,I’d like to surrender myself for disciplinary action.,MALE
478,COL. CHESTER PHILLIPS,That won’t be necessary.,MALE
479,STEVE ROGERS,"Yes, sir.",MALE
480,COL. CHESTER PHILLIPS,"Faith, huh?",MALE
481,PEGGY CARTER,You’re late.,FEMALE
482,STEVE ROGERS,Couldn’t call my ride.,MALE
483,JAMES BARNES,Hey! Let’s hear it for Captain America.,MALE
484,SENATOR BRANDT,"I am honoured to present this medal for valour to my personal friend, Captain America!  Captain America!  Captain, that’s your cue!",MALE
485,GENERAL,I thought he’d be taller.,MALE
486,STEVE ROGERS,"The fifth one was here in Poland, right near the Baltic.  And the sixth one was… about here, 30, 40 miles west of the Maginot Line.  I just got a quick look.",MALE
487,PEGGY CARTER,"Well, nobody’s perfect.",FEMALE
488,STEVE ROGERS,These are the weapon factories we know about. Sergeant Barnes said that Hydra shipped all the parts to another facility that isn’t on this map.,MALE
489,COL. CHESTER PHILLIPS,"Agent Carter, coordinate with MI6. I want every Allied eyeball looking for that main Hydra base.",MALE
490,PEGGY CARTER,What about us?,FEMALE
491,COL. CHESTER PHILLIPS,"We are gonna set a fire under Johann Schmidt’s ass. What do you say, Rogers? It’s your map, you think you can wipe Hydra off of it?",MALE
492,STEVE ROGERS,"Yes, sir. I’ll need a team.",MALE
493,COL. CHESTER PHILLIPS,We’re already putting together the best men.,MALE
494,STEVE ROGERS,"With all due respect, sir. So am I.",MALE
495,DUM DUM DUGAN,"So, let’s get this straight.",MALE
496,GABE JONES,"We barely got out of there alive, and you want us to go back?",MALE
497,STEVE ROGERS,Pretty much.,MALE
498,JAMES MONTGOMERY FALSWORTH,"Sounds rather fun, actually.",MALE
499,JIM MORITA,I’m in.,MALE
500,GABE JONES,We’re in.,MALE
501,DUM DUM DUGAN,"Hell, I’ll always fight. But you got to do one thing for me.",MALE
502,STEVE ROGERS,What’s that?,MALE
503,DUM DUM DUGAN,Open a tab.,MALE
504,JIM MORITA,"Well, that was easy.",MALE
505,STEVE ROGERS,Another round.,MALE
506,BARKEEPER,Where are they putting all this stuff?,FEMALE
507,JAMES BARNES,See? I told you. They’re all idiots.,MALE
508,STEVE ROGERS,How about you? You ready to follow Captain America into the jaws of death?,MALE
509,JAMES BARNES,"Hell, no. That little guy from Brooklyn who was too dumb not to run away from a fight. I’m following him. But you’re keeping the outfit, right?",MALE
510,STEVE ROGERS,You know what? It’s kind of growing on me.,MALE
511,PEGGY CARTER,Captain.,FEMALE
512,STEVE ROGERS,Agent Carter.,MALE
513,JAMES BARNES,Ma’am.,MALE
514,PEGGY CARTER,Howard has some equipment for you to try. Tomorrow morning?,FEMALE
515,STEVE ROGERS,Sounds good.,MALE
516,PEGGY CARTER,I see you top squad is prepping for duty.,FEMALE
517,JAMES BARNES,You don’t like music?,MALE
518,PEGGY CARTER,"I do, actually. I might even, when this is all over, go dancing.",FEMALE
519,JAMES BARNES,Then what are we waiting for?,MALE
520,STEVE ROGERS,"Yes, ma’m. I’ll be there.",MALE
521,JAMES BARNES,I’m invisible. I’m…I’m turning into you. It’s like some horrible dream.,MALE
522,STEVE ROGERS,Don’t take it so hard. Maybe she’s got a friend.,MALE
523,HOWARD STARK,Emission signature is unusual. Alpha and beta ray neutral. Though I doubt Rogers picked up on that. Seems harmless enough. Hard to see what all the fuss is about.  Write that down.,MALE
524,STEVE ROGERS,Excuse me. I’m looking for Mr. Stark.,MALE
525,PVT. LORRAINE,He’s in with Colonel Phillips. Of course you’re welcome to wait.  I read about what you did.,FEMALE
526,STEVE ROGERS,"Oh! The…yeah! Well, that’s you know? Just doin’ what needed to be done.",MALE
527,PVT. LORRAINE,Sounded like more than that. You saved nearly four hundred men.,FEMALE
528,STEVE ROGERS,"Really, it’s not a big deal.",MALE
529,PVT. LORRAINE,Tell that to their wives.,FEMALE
530,STEVE ROGERS,Uh…I don’t think they were all married.,MALE
531,PVT. LORRAINE,You’re a hero.,FEMALE
532,STEVE ROGERS,"Well, that…you know? That…that depends on the definition of it really.",MALE
533,PVT. LORRAINE,"The women of America, they owe you their thanks. And uh…seeing as they’re not here.",FEMALE
534,PEGGY CARTER,Captain!  We’re ready for you. If you’re not otherwise occupied.,FEMALE
535,STEVE ROGERS,"Agent Carter, wait.",MALE
536,PEGGY CARTER,Looks like finding a partner wasn’t that hard after all.,FEMALE
537,STEVE ROGERS,"Peggy, that’s not what you thought it was.",MALE
538,PEGGY CARTER,"I don’t think anything, Captain. Not one thing. You always wanted to be soldier and now you are. Just like all the rest.",FEMALE
539,STEVE ROGERS,"Well, what about you and Stark? How do I know you two haven’t been… fonduing?",MALE
540,PEGGY CARTER,You still don’t know a bloody thing about women!,FEMALE
541,HOWARD STARK,"Fondue is just cheese and bread, my friend.",MALE
542,STEVE ROGERS,Really? I didn’t think…,MALE
543,HOWARD STARK,"Nor should you, pal. The moment you think you know what’s goin’ on in a woman’s head, it’s the moment your goose is well and truly cooked. Me, I concentrate on work. Which at the moment is about making sure you and your men do not get killed. Carbon polymer.  Should withstand your average German bayonet. Although Hydra’s not going to attack you with a pocket knife.  I hear you’re uh… kinda attached?",MALE
544,STEVE ROGERS,It’s handier than you might think.,MALE
545,HOWARD STARK,I took the liberty of coming up with some options.  This one’s fun. She’s been fitted with electrical relays. It’ll allow you to…,MALE
546,STEVE ROGERS,What about this one?,MALE
547,HOWARD STARK,No! No! That’s just a prototype.,MALE
548,STEVE ROGERS,What’s it made of?,MALE
549,HOWARD STARK,Vibranium. It’s stronger than steel and a third of the weight. It’s completely vibration absorbent.,MALE
550,STEVE ROGERS,How come it’s not a standard issue?,MALE
551,HOWARD STARK,That’s the rarest metal on earth. What you’re holding there? That’s all we’ve got.,MALE
552,PEGGY CARTER,"You quite finished, Mr. Stark? I’m sure the Captain has some unfinished business.",FEMALE
553,STEVE ROGERS,What do you think?,MALE
554,PEGGY CARTER,Yes. I think it works.,FEMALE
555,STEVE ROGERS,I had some ideas about the uniform.,MALE
556,HOWARD STARK,"Whatever you want, pal.",MALE
557,RED SKULL,"You are failing! We are close to an offensive network that will shake the planet. And yet we are continually delayed, because you cannot outwit a simpleton with a shield!",MALE
558,DR. ARNIM ZOLA,This is hardly my area of expertise. I…I merely develop the weapons. I…I cannot fire them.,MALE
559,RED SKULL,"Finish your mission, Doctor. Before the American finishes his.",MALE
560,GUARD,Sir!,MALE
561,FACILITY MANAGER,"I’m sorry, Herr Schmidt. We fought to the last man.",FEMALE
562,RED SKULL,Evidently not.,MALE
563,JAMES BARNES,Remember when I made you ride the Cyclone at Coney Island?,MALE
564,STEVE ROGERS,"Yeah, I and I threw up?",MALE
565,JAMES BARNES,"This isn’t payback, is it?",MALE
566,STEVE ROGERS,Now why would I do that?,MALE
567,GABE JONES,"We were right. Dr. Zola’s on the train. Hydra dispatcher gave him permission to open up the throttle. Wherever he’s going, they must need him bad.",MALE
568,JAMES MONTGOMERY FALSWORTH,"Let’s get going, because they’re moving like the devil.",MALE
569,STEVE ROGERS,"We only got about a 10-second window. You miss that window, we’re bugs on a windshield.",MALE
570,JAMES MONTGOMERY FALSWORTH,Mind the gap.,MALE
571,DUM DUM DUGAN,"Better get moving, bugs!",MALE
572,JACQUES DERNEIR,Maintenant!,MALE
573,DR. ARNIM ZOLA,Stop him! Fire again!,MALE
574,JAMES BARNES,I had him on the ropes.,MALE
575,STEVE ROGERS,I know you did.  Get down!,MALE
576,DR. ARNIM ZOLA,Fire again! Kill him! Now!,MALE
577,STEVE ROGERS,Bucky! Hang on! Grab my hand! NO!,MALE
578,COL. CHESTER PHILLIPS,Sit down.,MALE
579,DR. ARNIM ZOLA,What is this?,MALE
580,COL. CHESTER PHILLIPS,Steak.,MALE
581,DR. ARNIM ZOLA,What is in it?,MALE
582,COL. CHESTER PHILLIPS,"Cow. Doctor, do you realize how difficult it is to get ahold of a prime cut like that out here?",MALE
583,DR. ARNIM ZOLA,I don’t eat meat.,MALE
584,COL. CHESTER PHILLIPS,Why not?,MALE
585,DR. ARNIM ZOLA,It disagrees with me.,MALE
586,COL. CHESTER PHILLIPS,"How about cyanide? Does that give you the rumbly tummy too? Every Hydra agent that we’ve tried to take alive has crunched a little pill before we can stop him. But not you. So, here’s my brilliant theory.  You wanna live.",MALE
587,DR. ARNIM ZOLA,"You’re trying to intimidate me, Colonel.",MALE
588,COL. CHESTER PHILLIPS,I bought you dinner.,MALE
589,DR. ARNIM ZOLA,"‘Given the variable information he has provided, and in exchange for his full cooperation, Dr. Zola is being remanded to Switzerland.’",MALE
590,COL. CHESTER PHILLIPS,"I sent that message to Washington this morning. Of course it was encoded. You guys haven’t broken those codes, have you? That would be awkward.",MALE
591,DR. ARNIM ZOLA,Schmidt will know this is a lie.,MALE
592,COL. CHESTER PHILLIPS,"He’s gonna kill you anyway, Doc. You’re a liability. You know more about Schmidt than anyone. And the last guy you cost us was Captain Rogers’ closest friend. So, I wouldn’t count on the very best of protection. There’s you or Schmidt. It’s just the hand you’ve been dealt.",MALE
593,DR. ARNIM ZOLA,Schmidt believes he walks in the foot steps of the Gods.,MALE
594,COL. CHESTER PHILLIPS,Mmm.,MALE
595,DR. ARNIM ZOLA,Only the world itself will satisfy him.,MALE
596,COL. CHESTER PHILLIPS,"You do realize that’s nuts, don’t you?",MALE
597,DR. ARNIM ZOLA,But the sanity of the plan is of no consequence.,MALE
598,COL. CHESTER PHILLIPS,And why is that?,MALE
599,DR. ARNIM ZOLA,Because he can do it!,MALE
600,COL. CHESTER PHILLIPS,What’s his target?,MALE
601,DR. ARNIM ZOLA,His target… is everywhere.,MALE
602,RED SKULL,"Tomorrow, Hydra will stand master of the world. Born to victory on the wings of the Valkyrie. Our enemies weapons will be powerless against us. If they shoot down one plane, hundreds more will rain fire upon them! If they cut off one head, two more shall take its place. Hail Hydra!",MALE
603,MAN ON THE RADIO,"Blackout is still in effect throughout the London area. Please wait for the all-clear. Your attention, please. All citizens shall remain indoors until further notice. Blackout is still in effect throughout the London area.",MALE
604,STEVE ROGERS,"Dr. Erskine said that… the serum wouldn’t just effect my muscles, it would effect my cells. Create a protective system of regeneration and healing. Which means um…I can’t get drunk. Did you know that?",MALE
605,PEGGY CARTER,Your metabolism burns four times faster than the average person. He thought it could be one of the side effects.  It wasn’t your fault.,FEMALE
606,STEVE ROGERS,Did you read the reports?,MALE
607,PEGGY CARTER,Yes.,FEMALE
608,STEVE ROGERS,Then you know that’s not true.,MALE
609,PEGGY CARTER,You did everything you could. Did you believe in your friend? Did you respect him?  Then stop blaming yourself. Allow Barnes the dignity of his choice. He damn well must have thought you were worth it.,FEMALE
610,STEVE ROGERS,I’m goin’ after Schmidt. I’m not gonna stop till all of Hydra is dead or captured.,MALE
611,PEGGY CARTER,You won’t be alone.,FEMALE
612,COL. CHESTER PHILLIPS,"Johann Schmidt belongs in a bug house. He thinks he’s a God. He’s willing to blow up half the world to prove it, starting with the USA.",MALE
613,HOWARD STARK,"Schmidt’s working with powers beyond our capabilities. He gets across the Atlantic, he will wipe out the entire eastern sea board in an hour.",MALE
614,GABE JONES,How much time we got?,MALE
615,COL. CHESTER PHILLIPS,"According to my new best friend, under twenty four hours.",MALE
616,JACQUES DERNEIR,Where is he now?,MALE
617,COL. CHESTER PHILLIPS,Hydra’s last base is here.  In the Alps. Five hundred feet below the surface.,MALE
618,JIM MORITA,"So, what are we supposed to do. I mean, it’s not like we can just knock on the front door.",MALE
619,STEVE ROGERS,Why not? That’s exactly what we’re gonna do.,MALE
620,RED SKULL,"Arrogance may not be a uniquely American trait, but I must say you do it better than anyone. But there are limits to what even you can do, Captain. Or did Erskine tell you otherwise?",MALE
621,STEVE ROGERS,He told me you were insane.,MALE
622,RED SKULL,"Ah. He resented my genius and tried to deny me what was rightfully mine. But he gave you everything. So, what made you so special?",MALE
623,STEVE ROGERS,Nothin’. I’m just a kid from Brooklyn.  I can do this all day.,MALE
624,RED SKULL,"Oh, of course you can. Of course. But unfortunately I am on a tight schedule.",MALE
625,STEVE ROGERS,So am I!,MALE
626,JAMES MONTGOMERY FALSWORTH,Rogers! You might need this!,MALE
627,STEVE ROGERS,Thanks!,MALE
628,JIM MORITA,"We’re in! Assault team, go!",MALE
629,COL. CHESTER PHILLIPS,Move out!  Keep your spacing!,MALE
630,HYDRA SOLDIER,"Cutt off one head, two more shall…",MALE
631,COL. CHESTER PHILLIPS,Let’s go find two more!,MALE
632,STEVE ROGERS,You’re late.,MALE
633,PEGGY CARTER,Weren’t you about to…,FEMALE
634,STEVE ROGERS,Right.  Keep it steady!,MALE
635,PEGGY CARTER,Wait!  Go get him.,FEMALE
636,COL. CHESTER PHILLIPS,I’m not kissin’ you!,MALE
637,RED SKULL,"You don’t give up, do you?",MALE
638,STEVE ROGERS,Nope!,MALE
639,RED SKULL,"You could have the power of the gods! Yet you wear a flag on your chest and think you fight a battle of nations! I have seen the future, Captain! There are no flags!",MALE
640,STEVE ROGERS,Not my future!,MALE
641,RED SKULL,What have you done? No.,MALE
642,STEVE ROGERS,Come in. This is Captain Rogers. Do you read me?,MALE
643,JIM MORITA,"Captain Rogers, what is your…",MALE
644,PEGGY CARTER,"Steve, is that you? Are you alright?",FEMALE
645,STEVE ROGERS,Peggy! Schmidt’s dead.,MALE
646,PEGGY CARTER,What about the plane?,FEMALE
647,STEVE ROGERS,That’s a little bit tougher to explain.,MALE
648,PEGGY CARTER,"Give me your coordinates, I’ll find you a safe landing site.",FEMALE
649,STEVE ROGERS,There’s not going to be a safe landing. But I can try and force it down.,MALE
650,PEGGY CARTER,"I’ll get Howard on the line, he’ll know what to do.",FEMALE
651,STEVE ROGERS,There’s not enough time. This thing’s moving too fast and it’s heading for New York.  I gotta put her in the water.,MALE
652,PEGGY CARTER,"Please, don’t do this. We have time. We can work it out.",FEMALE
653,STEVE ROGERS,"Right now I’m in the middle of nowhere. If I wait any longer a lot of people are gonna die. Peggy, this is my choice.  Peggy?",MALE
654,PEGGY CARTER,I’m here.,FEMALE
655,STEVE ROGERS,I’m gonna need a rain check on that dance.,MALE
656,PEGGY CARTER,"Alright. A week, next Saturday, at the Stork Club.",FEMALE
657,STEVE ROGERS,You got it.,MALE
658,PEGGY CARTER,Eight o’clock on the dot. Don’t you dare be late. Understood?,FEMALE
659,STEVE ROGERS,"You know, I still don’t know how to dance.",MALE
660,PEGGY CARTER,I’ll show you how. Just be there.,FEMALE
661,STEVE ROGERS,We’ll have the band play somethin’ slow. I’d hate to step on your…,MALE
662,PEGGY CARTER,Steve? Steve? Steve?,FEMALE
663,JAMES MONTGOMERY FALSWORTH,To the Captain.,MALE
664,STARK'S ENGINEER,Sir?,MALE
665,HOWARD STARK,Take us to the next grid point.,MALE
666,STARK'S ENGINEER,But there’s not trace of wreckage. And the energy signature stops here.,MALE
667,HOWARD STARK,Just keep looking.,MALE
668,DODGERS ANNOUNCER,"Curve ball, high and outside for ball one. So the Dodgers are tied, 4-4. And the crowd well knows that with one swing of his bat, this fellow’s capable of making it a brand-new game again. Just an absolutely gorgeous day here at Ebbets Field. The Phillies have managed to tie up at 4-4. But the Dodgers have three men on. Pearson beaned Reiser in Philadelphia last month. Wouldn’t the youngster like a hit here to return the favour? Pete leans in. Here’s the pitch. Swung on. A line to the right. And it gets past Rizzo. Three runs will score. Reiser heads to third. Durocher’s going to wave him in. Here comes the relay, but they won’t get him.",MALE
669,SHIELD AGENT,"Good morning.  Or should I say, afternoon?",MALE
670,STEVE ROGERS,Where am I?,MALE
671,SHIELD AGENT,You’re in a recovery room in New York city.,MALE
672,DODGERS ANNOUNCER,"The Dodgers take the lead, 8-4. Oh, Dodgers! Everyone is on their feet. What a game we have here today, folks. What a game indeed.",MALE
673,STEVE ROGERS,Where am I really?,MALE
674,SHIELD AGENT,I’m afraid I don’t understand.,MALE
675,STEVE ROGERS,"The game, it’s from May, nineteen forty one. I know, cause I was there.  Now, I’m gonna ask you again. Where am I?",MALE
676,SHIELD AGENT,Captain Rogers…,MALE
677,STEVE ROGERS,Who are you?,MALE
678,SHIELD AGENT,"Captain Rogers, wait!  All agents, code 13! I repeat. All agents, code 13!",MALE
679,NICK FURY,"At ease, soldier! Look, I’m sorry about that little show back there, but… we thought it best to break it to you slowly.",MALE
680,STEVE ROGERS,Break what?,MALE
681,NICK FURY,"You’ve been asleep, Cap. For almost seventy years.  You gonna be okay?",MALE
682,STEVE ROGERS,Yeah. Yeah. I just…I had a date.,MALE
683,NICK FURY,Trouble sleeping?,MALE
684,STEVE ROGERS,"You’re here with a mission, sir?",MALE
685,NICK FURY,I am.,MALE
686,STEVE ROGERS,Trying to get me back in the world?,MALE
687,NICK FURY,Trying to save it.,MALE
