,character,line,gender,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
263,HAPPY HOGAN,"You know what? You should take more of an interest in what's going on here. This woman... this woman's the best thing that ever happened to you, and you...you're just ignoring her.",MALE,0.800274670124054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,TONY STARK,A giant brain?,MALE,0.42474961280822754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8401978015899658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,HAPPY HOGAN,"Yeah, there's a giant brain, there's a shifty character. I'm gonna follow this guy. I'm gonna run his plates and if it gets rough, so be it.",MALE,0.9290614128112793,0.0,0.0,0.0,0.0,0.5855514407157898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,TONY STARK,"I miss you, Happy.",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737252950668335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127070307731628,0.0
267,HAPPY HOGAN,"Yeah, I miss you too. But the way it used to be. Now you're off with the 'superfriends', I don't know what's going on with you anymore. The world's getting weird...",MALE,0.0,0.0,0.0,0.0,0.6296901702880859,0.0,0.0,0.9423158764839172,0.0,0.0,0.32486918568611145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,TONY STARK,"Hey, I...I'd hate to cut you off. Do you have your taser on you?",MALE,0.0,0.0,0.0,0.5497434139251709,0.0,0.0,0.0,0.0,0.967531144618988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,HAPPY HOGAN,Why?,MALE,0.985918402671814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,TONY STARK,"I think there's a gal in HR who's trying to steal some printer ink, you should probably go over there and zap her.",MALE,0.7906864881515503,0.0,0.0,0.0,0.5679559111595154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,HAPPY HOGAN,"Yeah, nice.",MALE,0.0,0.983256459236145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,ALDRICH KILLIAN,Imagine if you could hack into the hard drive of any living organism and recode its DNA.,MALE,0.9983974099159241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,PEPPER POTTS,It would be incredible.,FEMALE,0.0,0.9786288738250732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,ALDRICH KILLIAN,Mm.,MALE,0.9940081834793091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,PEPPER POTTS,"Unfortunately, to my ears it also sounds highly weaponizable. As in enhanced soldiers, private armies, and Tony is not...",FEMALE,0.9979313611984253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,ALDRICH KILLIAN,"Tony. Tony. You know, I invited Tony to join AIM thirteen years ago, he turned me down. But something tells me now there is a new genius on the throne who doesn't have to answer to Tony anymore, and who has slightly less of an ego.",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,PEPPER POTTS,"It's gonna be a no, Aldrich. As much as I'd like to help you.",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.4851279854774475,0.0,0.0,0.0,0.0,0.8817116618156433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,ALDRICH KILLIAN,"Well, I can't say that I'm not disappointed. But then as my father used to say, 'Failure is the fog through which we glimpse triumph.'",MALE,0.9915487766265869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,PEPPER POTTS,That's very deep.,FEMALE,0.9976542592048645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,ALDRICH KILLIAN,Mm,MALE,0.994839608669281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,PEPPER POTTS,And I have no idea what it means.,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9820589423179626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,ALDRICH KILLIAN,"Well, me neither. He was kind of an idiot, my old man.",MALE,0.0,0.0,0.0,0.0,0.9908806085586548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,ALDRICH KILLIAN,"I'm sure I'll see you again, Pepper.",MALE,0.9906596541404724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,PEPPER POTTS,Happy...,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9256609678268433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,HAPPY HOGAN,"The car is ready, if you're ready to go.",MALE,0.9895656108856201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,PEPPER POTTS,"Yes. I just um... God, I forgot my... other thing, so... I'm just gonna...",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738102912902832,0.0,0.0,0.0,0.0
287,PEPPER POTTS,I'm sorry I'm late. I was... What the...? What is that?!,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4619043469429016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9192624092102051,0.0,0.0
288,PEPPER POTTS,"You're wearing this in the house now? What is that, like Mark 15?",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5845032334327698,0.9641686081886292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,TONY STARK,Uh...yeah. Something like that. You know everybody needs a hobby.,MALE,0.0,0.0,0.0,0.0,0.0,0.9908539056777954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,PEPPER POTTS,"Oh, and you have to wear your hobby in the living room?",FEMALE,0.9500219225883484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4717002511024475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,TONY STARK,"Just breakin' it in. You know, it's always a little pinchy in the gooey bag at first, so.",MALE,0.9981650710105896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,TONY STARK,"Oh hey, did you see your Christmas present?",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216476082801819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6057212948799133
293,PEPPER POTTS,"Yes, I did. I...I don't know how I could have missed that Christmas present. Is it gonna fit through the door?",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39976516366004944,0.9664856195449829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,TONY STARK,"Well actually, uh...it's a good question. I got a team of guys comin' tomorrow, they're gonna blow out that wall.",MALE,0.0,0.7624223232269287,0.0,0.0,0.0,0.4922246038913727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,PEPPER POTTS,Okay.,FEMALE,0.9818022847175598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,TONY STARK,"So, uh...tense? Good day?",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9155386090278625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,TONY STARK,"Ooh shoulders, a little naughty. Naughty girl. I don't wanna harp on this, but did you like the custom rabbit?",MALE,0.9950828552246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,PEPPER POTTS,Did I like it?,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8570403456687927,0.704295814037323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,TONY STARK,"Nailed it, right?",MALE,0.0,0.8752847909927368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,PEPPER POTTS,Wow. I appreciate the thought very much.,FEMALE,0.0,0.9941577911376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,PEPPER POTTS,So why don't you lift up that face mask and give me a kiss?,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924976229667664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,TONY STARK,"Huh. Yup, dammit. No can do. You wanna just kiss it on the...",MALE,0.0,0.0,0.0,0.0,0.9921323657035828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,PEPPER POTTS,Uh-huh.,FEMALE,0.9984526634216309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,TONY STARK,The facial slit?,MALE,0.9976248145103455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,PEPPER POTTS,"Well, why don't I run down to the garage and see if I can't find a crowbar to shimmy that thing open?",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673491716384888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,TONY STARK,Crowbar. Yeah.,MALE,0.9983927607536316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,TONY STARK,"Oh, except there's been a...uh...a radiation leak.",MALE,0.9987649917602539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,PEPPER POTTS,I'll take my chances.,FEMALE,0.9977949857711792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,TONY STARK,That's risky.,MALE,0.9958867430686951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,TONY STARK,At least let me get you like a Hazmat suit or a Geiger counter or something like that.,MALE,0.9938357472419739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,TONY STARK,Busted.,MALE,0.0,0.0,0.0,0.9795863032341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,PEPPER POTTS,This is a new level of lame.,FEMALE,0.9968781471252441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,TONY STARK,Sorry.,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856704592704773,0.35103631019592285,0.0
314,PEPPER POTTS,"You ate without me, already? On date night?",FEMALE,0.4109356701374054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205891251564026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,TONY STARK,He was just...,MALE,0.9960784316062927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,PEPPER POTTS,You mean you?,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499155640602112,0.5449737906455994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,TONY STARK,"Well, yeah. I just mean we were just...just hosting you while I finished up a little work.",MALE,0.7986443638801575,0.0,0.0,0.0,0.0,0.7377179265022278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,PEPPER POTTS,Uh-huh.,FEMALE,0.9984526634216309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,TONY STARK,"And yes, I had a quick bite. I didn't know if you were comin' home or if you were having drinks with Aldrich Killian.",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9187190532684326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,PEPPER POTTS,What?,FEMALE,0.3640415370464325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699512004852295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,TONY STARK,What?,MALE,0.3640415370464325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699512004852295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,PEPPER POTTS,Aldrich Killian? What are you checking up on me?,FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854853749275208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,TONY STARK,Happy was concerned.,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.690567135810852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7654713988304138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,PEPPER POTTS,"No, you're spying on me.",FEMALE,0.44549617171287537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,TONY STARK,I wasn't...,MALE,0.9958027005195618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,PEPPER POTTS,I'm going to bed.,FEMALE,0.9984639883041382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,TONY STARK,Hold on. Come on. Pep.,MALE,0.9960266351699829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,TONY STARK,"Hey, I admit it! My fault. Sorry.",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8961190581321716,0.0,0.0
329,TONY STARK,"I'm a piping hot mess. It's been going on for a while, I haven't said anything.",MALE,0.0,0.0,0.0,0.0,0.7027963399887085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,TONY STARK,Nothing's been the same since New York.,MALE,0.9736214876174927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,PEPPER POTTS,"Oh really? Well, I didn't notice that, at all.",FEMALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919402003288269
332,TONY STARK,"You experience things and then they're over and you still can't explain 'em. Gods, aliens, other dimensions. I...I'm just a man in a can. The only reason I haven't cracked up is probably because you moved in. Which is great. I love you, I'm lucky. But, honey, I can't sleep. You go to bed, I come down here. I do what I know, I tinker.",MALE,0.0,0.6624807119369507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709987640380859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,TONY STARK,"But threat is imminent, and I have to protect the one thing that I can't live without. That's you. My suits, they're uh...",MALE,0.9895133376121521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,PEPPER POTTS,Machines.,FEMALE,0.9983052015304565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,TONY STARK,They're part of me.,MALE,0.9988191723823547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,PEPPER POTTS,A distraction.,FEMALE,0.9989433884620667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,TONY STARK,Maybe.,MALE,0.9969981908798218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,PEPPER POTTS,I'm gonna take a shower.,FEMALE,0.9969348907470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,TONY STARK,Okay.,MALE,0.9818022847175598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,PEPPER POTTS,And you're gonna join me.,FEMALE,0.9841794371604919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,TONY STARK,Better.,MALE,0.0,0.8003653287887573,0.0,0.0,0.0,0.7925969958305359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,PEPPER POTTS,Tony! Tony! Tony! Tony...,FEMALE,0.5602759718894958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9098973870277405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,TONY STARK,Power down!,MALE,0.9927086234092712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,TONY STARK,"I must have called it in my sleep. That's not supposed to happen. I'll recalibrate the sensors. Can we just...just let me...just let me catch my breath, okay?",MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878831505775452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,TONY STARK,"Don't go, alright? Pepper?",MALE,0.9918891787528992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,PEPPER POTTS,I'm going to sleep downstairs. Tinker with that.,FEMALE,0.9982643723487854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,SAVIN,Can you regulate?,MALE,0.9548380970954895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,TAGGERT,"Yes, I can regulate.",MALE,0.42796993255615234,0.0,0.0,0.0,0.0,0.9727646708488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,SAVIN,Are you sure about that?,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9857704639434814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,TAGGERT,Yes.,MALE,0.0,0.0,0.0,0.0,0.0,0.9710626006126404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,SAVIN,It's a decent batch. Don't say I never did nothin' for you.,MALE,0.0,0.9314396381378174,0.0,0.0,0.0,0.7859577536582947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,TAGGERT,Thank you...I mean for understanding.,MALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978325963020325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
