character,line,gender
PEGGY CARTER,These men more than most. Schmidt sent out a force to Azzano. Two hundred men went up against him and less than fifty returned. Your audience contained what was left of the one-oh-seventh. The rest were killed or captured.,FEMALE
STEVE ROGERS,The one-oh-seventh?,MALE
PEGGY CARTER,What?,FEMALE
STEVE ROGERS,Come on!  Colonel Phillips.,MALE
COL. CHESTER PHILLIPS,"Well, if it isn’t the Star-Spangled Man With A Plan. And what is your plan today?",MALE
STEVE ROGERS,I need the casualty list from Azzano.,MALE
COL. CHESTER PHILLIPS,"You don’t get to give me orders, son.",MALE
STEVE ROGERS,I just need one name. Sergeant James Barnes from the hundred and seventh.,MALE
COL. CHESTER PHILLIPS,You and I are gonna have a conversation later that you won’t enjoy.,MALE
STEVE ROGERS,"Please tell me if he’s alive, sir. B-A-R…",MALE
COL. CHESTER PHILLIPS,I can spell.  I have signed more of these condolence letters today than I would care to count. But the name does sound familiar. I’m sorry.,MALE
STEVE ROGERS,What about the others? Are you planning a rescue mission?,MALE
COL. CHESTER PHILLIPS,Yeah! It’s called winning the war.,MALE
STEVE ROGERS,"But if you know where they are, why not at least…?",MALE
COL. CHESTER PHILLIPS,"They’re thirty miles behind the lines. Through the most heavily fortified territory in Europe. We’d lose more men than we’d save. But I don’t expect you to understand that, because you’re a chorus girl.",MALE
STEVE ROGERS,I think I understand just fine.,MALE
COL. CHESTER PHILLIPS,"Well then understand it somewhere else. If I read the posters correctly, you got some place to be in thirty minutes.",MALE
STEVE ROGERS,"Yes, sir. I do.",MALE
COL. CHESTER PHILLIPS,"If you have something to say, right now is the perfect time to keep it to yourself.",MALE
PEGGY CARTER,What do you plan to do? Walk to Austria?,FEMALE
STEVE ROGERS,If that’s what it takes.,MALE
PEGGY CARTER,"You heard the Colonel, your friend is most likely dead.",FEMALE
STEVE ROGERS,You don’t know that.,MALE
PEGGY CARTER,"Even so, he’s devising a strategy. If he detects…",FEMALE
STEVE ROGERS,"By the time he’s done that, it could be too late!  You told me you thought I was meant for more than this. Did you mean that?",MALE
PEGGY CARTER,Every word.,FEMALE
STEVE ROGERS,Then you gotta let me go.,MALE
PEGGY CARTER,I can do more than that.,FEMALE
BRANDT'S AIDE,"On stage, girls. Five minutes!",MALE
USO GIRL,Where’s my helmet?,FEMALE
BRANDT'S AIDE,Has anyone seen Rogers?,MALE
PEGGY CARTER,"The HYDRA camp is in Krausberg, tucked between these two mountain ranges. It’s a factory of some kind.",FEMALE
HOWARD STARK,We should be able to drop you right on the doorstep.,MALE
STEVE ROGERS,"Just get me as close as you can.  You know, you two are gonna be in a lot of trouble at the lab.",MALE
PEGGY CARTER,And you won’t?,FEMALE
STEVE ROGERS,"Where I’m goin’, if anybody yells at me I can just shoot ‘em.",MALE
PEGGY CARTER,They will undoubtedly shoot back.,FEMALE
STEVE ROGERS,"Well, let’s hope it’s good for somethin’.",MALE
HOWARD STARK,"Agent Carter, if we’re not in too much of a hurry I thought we could stop off in Lucerne for a late night fondue.",MALE
PEGGY CARTER,"Stark is the best civilian pilot I’ve ever seen. He’s mad enough to brave this airspace, we’re lucky to have him.",FEMALE
STEVE ROGERS,So are you two…? Do you…? Fondue?,MALE
PEGGY CARTER,This is your transponder. Activate it when you’re ready and the signal will lead us straight to you.,FEMALE
STEVE ROGERS,Are you sure this thing works?,MALE
HOWARD STARK,"It’s been tested more than you, pal.",MALE
PEGGY CARTER,Get back here! We’re taking you all the way in.,FEMALE
STEVE ROGERS,"As soon as I’m free, you turn this thing around and get the hell outta here!",MALE
PEGGY CARTER,You can’t give me orders!,FEMALE
STEVE ROGERS,The hell I can’t! I’m a Captain!,MALE
DR. ARNIM ZOLA,"As you can see, production of the Valkyrie is progressing on schedule, even with components of this size.",MALE
RED SKULL,Increase the output by 60 % and see to it our other facilities do the same.,MALE
DR. ARNIM ZOLA,"But the prisoners, I’m not sure they have the strength.",MALE
RED SKULL,"Then use up what strength they have left, Doctor. There are always more workers.",MALE
DR. ARNIM ZOLA,Not now!,MALE
DUM DUM DUGAN,"You know, Fritz, one of these days, I’m gonna have a stick of my own.",MALE
STEVE ROGERS,Fellas.,MALE
HYDRA GUARDS,Ah!,MALE
GABE JONES,Who are you supposed to be?,MALE
STEVE ROGERS,I’m… Captain America.,MALE
JAMES MONTGOMERY FALSWORTH,I beg your pardon?,MALE
DUM DUM DUGAN,"What, are we taking everybody?",MALE
JIM MORITA,"I’m from Fresno, Ace.",MALE
STEVE ROGERS,Is there anybody else? I’m looking for a Sergeant James Barnes.,MALE
JAMES MONTGOMERY FALSWORTH,"There’s an isolation ward in the factory, but no one’s ever come back from it.",MALE
STEVE ROGERS,"All right. The tree line is northwest, 80 yards past the gate. Get out fast and give ‘em hell. I’ll meet you guys in the clearing with anybody else I find.",MALE
GABE JONES,Wait! You know what you’re doin’?,MALE
STEVE ROGERS,Yeah. I’ve knocked out Adolf Hitler over two hundred times.,MALE
JIM MORITA,You know how to use that thing?  Okay.,MALE
RED SKULL,What is happening?,MALE
DUM DUM DUGAN,Hey. Not exactly a Buick.,MALE
GABE JONES,That one. Zündung.,MALE
DUM DUM DUGAN,Zündung?,MALE
JAMES MONTGOMERY FALSWORTH,"Get this thing going, Dugan!",MALE
DUM DUM DUGAN,I didn’t know you spoke German.,MALE
GABE JONES,"Three semesters at Howards, switched to French, girls much cuter.",MALE
DUM DUM DUGAN,Didn’t ask for the resume.,MALE
DR. ARNIM ZOLA,"No, no! What are you doing?",MALE
RED SKULL,Our forces are outmatched.,MALE
JIM MORITA,Keep moving! Grab those grenades!,MALE
JAMES BARNES,Sergeant. 32557…,MALE
STEVE ROGERS,"Bucky? Oh, my God.",MALE
JAMES BARNES,Is that…,MALE
STEVE ROGERS,It’s me. It’s Steve.,MALE
JAMES BARNES,Steve?,MALE
STEVE ROGERS,Come on.,MALE
JAMES BARNES,Steve.,MALE
STEVE ROGERS,I thought you were dead.,MALE
JAMES BARNES,I thought you were smaller.,MALE
STEVE ROGERS,Come on.,MALE
JAMES BARNES,What happened to you?,MALE
STEVE ROGERS,I joined the Army.,MALE
JAMES BARNES,Did it hurt?,MALE
STEVE ROGERS,A little.,MALE
JAMES BARNES,Is it permanent?,MALE
STEVE ROGERS,So far.,MALE
RED SKULL,"Captain America! How exciting! I’m a great fan of your films. So Dr. Erskine managed it after all. Not exactly an improvement, but still impressive.",MALE
STEVE ROGERS,You’ve got no idea.,MALE
RED SKULL,"Haven’t I?  No matter what lies Erskine told you, you see I was his greatest success!",MALE
JAMES BARNES,"You don’t have one of those, do you?",MALE
RED SKULL,"You are deluded, Captain. You pretend to be a simple soldier, but in reality you are just afraid to admit that we have left humanity behind. Unlike you, I embrace it proudly. Without fear!",MALE
STEVE ROGERS,"Then how come you’re running?  Come on, let’s go. Up.",MALE
DR. ARNIM ZOLA,Sir? Are we going to the roof?  What about me? Where will I sit?,MALE
RED SKULL,"Not a scratch, Doctor. Not a scratch.",MALE
STEVE ROGERS,Let’s go. One at a time.,MALE
JAMES BARNES,Gotta be a rope or something!,MALE
STEVE ROGERS,Just go! Get out of here!,MALE
JAMES BARNES,No! Not without you!,MALE
COL. CHESTER PHILLIPS,"Senator Brandt, I regret to report that Captain Steven G. Rogers went missing behind enemy lines on the third. Aerial reconnaissance has proven unfruitful. As a result, I must declare Captain Rogers killed in action. Period.",MALE
PEGGY CARTER,The last surveillance flight is back. No sign of activity.,FEMALE
COL. CHESTER PHILLIPS,"Go get a cup of coffee, Corporal.",MALE
CORPORAL,"Yes, sir.",MALE
COL. CHESTER PHILLIPS,I can’t touch Stark. He’s rich and he’s the Army’s number one weapons contractor. You are neither one.,MALE
PEGGY CARTER,"With respect, sir, I don’t regret my actions. And I don’t think Captain Rogers did either.",FEMALE
COL. CHESTER PHILLIPS,"What makes you think I give a damn about your opinions. I took a chance with you, Agent Carter. And now America’s golden boy and a lot of other good men are dead, cause you had a crush.",MALE
PEGGY CARTER,It wasn’t that. I had faith.,FEMALE
COL. CHESTER PHILLIPS,"Well, I hope that’s a big comfort to you when they shut this division down.  What the hell’s going on out there?",MALE
MAN#1,Look who it is!,MALE
STEVE ROGERS,Some of theres men need medical attention.,MALE
MAN#2,"Medic, we got wounded.",MALE
STEVE ROGERS,I’d like to surrender myself for disciplinary action.,MALE
COL. CHESTER PHILLIPS,That won’t be necessary.,MALE
STEVE ROGERS,"Yes, sir.",MALE
COL. CHESTER PHILLIPS,"Faith, huh?",MALE
PEGGY CARTER,You’re late.,FEMALE
STEVE ROGERS,Couldn’t call my ride.,MALE
JAMES BARNES,Hey! Let’s hear it for Captain America.,MALE
SENATOR BRANDT,"I am honoured to present this medal for valour to my personal friend, Captain America!  Captain America!  Captain, that’s your cue!",MALE
GENERAL,I thought he’d be taller.,MALE
STEVE ROGERS,"The fifth one was here in Poland, right near the Baltic.  And the sixth one was… about here, 30, 40 miles west of the Maginot Line.  I just got a quick look.",MALE
PEGGY CARTER,"Well, nobody’s perfect.",FEMALE
STEVE ROGERS,These are the weapon factories we know about. Sergeant Barnes said that Hydra shipped all the parts to another facility that isn’t on this map.,MALE
COL. CHESTER PHILLIPS,"Agent Carter, coordinate with MI6. I want every Allied eyeball looking for that main Hydra base.",MALE
PEGGY CARTER,What about us?,FEMALE
COL. CHESTER PHILLIPS,"We are gonna set a fire under Johann Schmidt’s ass. What do you say, Rogers? It’s your map, you think you can wipe Hydra off of it?",MALE
STEVE ROGERS,"Yes, sir. I’ll need a team.",MALE
COL. CHESTER PHILLIPS,We’re already putting together the best men.,MALE
STEVE ROGERS,"With all due respect, sir. So am I.",MALE
DUM DUM DUGAN,"So, let’s get this straight.",MALE
GABE JONES,"We barely got out of there alive, and you want us to go back?",MALE
STEVE ROGERS,Pretty much.,MALE
JAMES MONTGOMERY FALSWORTH,"Sounds rather fun, actually.",MALE
JIM MORITA,I’m in.,MALE
GABE JONES,We’re in.,MALE
DUM DUM DUGAN,"Hell, I’ll always fight. But you got to do one thing for me.",MALE
STEVE ROGERS,What’s that?,MALE
DUM DUM DUGAN,Open a tab.,MALE
JIM MORITA,"Well, that was easy.",MALE
STEVE ROGERS,Another round.,MALE
BARKEEPER,Where are they putting all this stuff?,FEMALE
JAMES BARNES,See? I told you. They’re all idiots.,MALE
STEVE ROGERS,How about you? You ready to follow Captain America into the jaws of death?,MALE
JAMES BARNES,"Hell, no. That little guy from Brooklyn who was too dumb not to run away from a fight. I’m following him. But you’re keeping the outfit, right?",MALE
STEVE ROGERS,You know what? It’s kind of growing on me.,MALE
PEGGY CARTER,Captain.,FEMALE
STEVE ROGERS,Agent Carter.,MALE
JAMES BARNES,Ma’am.,MALE
PEGGY CARTER,Howard has some equipment for you to try. Tomorrow morning?,FEMALE
STEVE ROGERS,Sounds good.,MALE
PEGGY CARTER,I see you top squad is prepping for duty.,FEMALE
JAMES BARNES,You don’t like music?,MALE
PEGGY CARTER,"I do, actually. I might even, when this is all over, go dancing.",FEMALE
JAMES BARNES,Then what are we waiting for?,MALE
STEVE ROGERS,"Yes, ma’m. I’ll be there.",MALE
JAMES BARNES,I’m invisible. I’m…I’m turning into you. It’s like some horrible dream.,MALE
STEVE ROGERS,Don’t take it so hard. Maybe she’s got a friend.,MALE
HOWARD STARK,Emission signature is unusual. Alpha and beta ray neutral. Though I doubt Rogers picked up on that. Seems harmless enough. Hard to see what all the fuss is about.  Write that down.,MALE
STEVE ROGERS,Excuse me. I’m looking for Mr. Stark.,MALE
PVT. LORRAINE,He’s in with Colonel Phillips. Of course you’re welcome to wait.  I read about what you did.,FEMALE
STEVE ROGERS,"Oh! The…yeah! Well, that’s you know? Just doin’ what needed to be done.",MALE
PVT. LORRAINE,Sounded like more than that. You saved nearly four hundred men.,FEMALE
STEVE ROGERS,"Really, it’s not a big deal.",MALE
PVT. LORRAINE,Tell that to their wives.,FEMALE
STEVE ROGERS,Uh…I don’t think they were all married.,MALE
PVT. LORRAINE,You’re a hero.,FEMALE
STEVE ROGERS,"Well, that…you know? That…that depends on the definition of it really.",MALE
PVT. LORRAINE,"The women of America, they owe you their thanks. And uh…seeing as they’re not here.",FEMALE
PEGGY CARTER,Captain!  We’re ready for you. If you’re not otherwise occupied.,FEMALE
STEVE ROGERS,"Agent Carter, wait.",MALE
PEGGY CARTER,Looks like finding a partner wasn’t that hard after all.,FEMALE
STEVE ROGERS,"Peggy, that’s not what you thought it was.",MALE
PEGGY CARTER,"I don’t think anything, Captain. Not one thing. You always wanted to be soldier and now you are. Just like all the rest.",FEMALE
STEVE ROGERS,"Well, what about you and Stark? How do I know you two haven’t been… fonduing?",MALE
PEGGY CARTER,You still don’t know a bloody thing about women!,FEMALE
HOWARD STARK,"Fondue is just cheese and bread, my friend.",MALE
STEVE ROGERS,Really? I didn’t think…,MALE
HOWARD STARK,"Nor should you, pal. The moment you think you know what’s goin’ on in a woman’s head, it’s the moment your goose is well and truly cooked. Me, I concentrate on work. Which at the moment is about making sure you and your men do not get killed. Carbon polymer.  Should withstand your average German bayonet. Although Hydra’s not going to attack you with a pocket knife.  I hear you’re uh… kinda attached?",MALE
STEVE ROGERS,It’s handier than you might think.,MALE
HOWARD STARK,I took the liberty of coming up with some options.  This one’s fun. She’s been fitted with electrical relays. It’ll allow you to…,MALE
STEVE ROGERS,What about this one?,MALE
HOWARD STARK,No! No! That’s just a prototype.,MALE
STEVE ROGERS,What’s it made of?,MALE
HOWARD STARK,Vibranium. It’s stronger than steel and a third of the weight. It’s completely vibration absorbent.,MALE
STEVE ROGERS,How come it’s not a standard issue?,MALE
HOWARD STARK,That’s the rarest metal on earth. What you’re holding there? That’s all we’ve got.,MALE
PEGGY CARTER,"You quite finished, Mr. Stark? I’m sure the Captain has some unfinished business.",FEMALE
STEVE ROGERS,What do you think?,MALE
PEGGY CARTER,Yes. I think it works.,FEMALE
STEVE ROGERS,I had some ideas about the uniform.,MALE
HOWARD STARK,"Whatever you want, pal.",MALE
RED SKULL,"You are failing! We are close to an offensive network that will shake the planet. And yet we are continually delayed, because you cannot outwit a simpleton with a shield!",MALE
DR. ARNIM ZOLA,This is hardly my area of expertise. I…I merely develop the weapons. I…I cannot fire them.,MALE
RED SKULL,"Finish your mission, Doctor. Before the American finishes his.",MALE
GUARD,Sir!,MALE
FACILITY MANAGER,"I’m sorry, Herr Schmidt. We fought to the last man.",FEMALE
RED SKULL,Evidently not.,MALE
JAMES BARNES,Remember when I made you ride the Cyclone at Coney Island?,MALE
STEVE ROGERS,"Yeah, I and I threw up?",MALE
JAMES BARNES,"This isn’t payback, is it?",MALE
STEVE ROGERS,Now why would I do that?,MALE
GABE JONES,"We were right. Dr. Zola’s on the train. Hydra dispatcher gave him permission to open up the throttle. Wherever he’s going, they must need him bad.",MALE
JAMES MONTGOMERY FALSWORTH,"Let’s get going, because they’re moving like the devil.",MALE
STEVE ROGERS,"We only got about a 10-second window. You miss that window, we’re bugs on a windshield.",MALE
JAMES MONTGOMERY FALSWORTH,Mind the gap.,MALE
DUM DUM DUGAN,"Better get moving, bugs!",MALE
JACQUES DERNEIR,Maintenant!,MALE
DR. ARNIM ZOLA,Stop him! Fire again!,MALE
JAMES BARNES,I had him on the ropes.,MALE
STEVE ROGERS,I know you did.  Get down!,MALE
DR. ARNIM ZOLA,Fire again! Kill him! Now!,MALE
STEVE ROGERS,Bucky! Hang on! Grab my hand! NO!,MALE
COL. CHESTER PHILLIPS,Sit down.,MALE
DR. ARNIM ZOLA,What is this?,MALE
COL. CHESTER PHILLIPS,Steak.,MALE
DR. ARNIM ZOLA,What is in it?,MALE
COL. CHESTER PHILLIPS,"Cow. Doctor, do you realize how difficult it is to get ahold of a prime cut like that out here?",MALE
DR. ARNIM ZOLA,I don’t eat meat.,MALE
COL. CHESTER PHILLIPS,Why not?,MALE
DR. ARNIM ZOLA,It disagrees with me.,MALE
COL. CHESTER PHILLIPS,"How about cyanide? Does that give you the rumbly tummy too? Every Hydra agent that we’ve tried to take alive has crunched a little pill before we can stop him. But not you. So, here’s my brilliant theory.  You wanna live.",MALE
DR. ARNIM ZOLA,"You’re trying to intimidate me, Colonel.",MALE
COL. CHESTER PHILLIPS,I bought you dinner.,MALE
DR. ARNIM ZOLA,"‘Given the variable information he has provided, and in exchange for his full cooperation, Dr. Zola is being remanded to Switzerland.’",MALE
COL. CHESTER PHILLIPS,"I sent that message to Washington this morning. Of course it was encoded. You guys haven’t broken those codes, have you? That would be awkward.",MALE
DR. ARNIM ZOLA,Schmidt will know this is a lie.,MALE
COL. CHESTER PHILLIPS,"He’s gonna kill you anyway, Doc. You’re a liability. You know more about Schmidt than anyone. And the last guy you cost us was Captain Rogers’ closest friend. So, I wouldn’t count on the very best of protection. There’s you or Schmidt. It’s just the hand you’ve been dealt.",MALE
DR. ARNIM ZOLA,Schmidt believes he walks in the foot steps of the Gods.,MALE
COL. CHESTER PHILLIPS,Mmm.,MALE
DR. ARNIM ZOLA,Only the world itself will satisfy him.,MALE
COL. CHESTER PHILLIPS,"You do realize that’s nuts, don’t you?",MALE
DR. ARNIM ZOLA,But the sanity of the plan is of no consequence.,MALE
COL. CHESTER PHILLIPS,And why is that?,MALE
DR. ARNIM ZOLA,Because he can do it!,MALE
COL. CHESTER PHILLIPS,What’s his target?,MALE
DR. ARNIM ZOLA,His target… is everywhere.,MALE
RED SKULL,"Tomorrow, Hydra will stand master of the world. Born to victory on the wings of the Valkyrie. Our enemies weapons will be powerless against us. If they shoot down one plane, hundreds more will rain fire upon them! If they cut off one head, two more shall take its place. Hail Hydra!",MALE
MAN ON THE RADIO,"Blackout is still in effect throughout the London area. Please wait for the all-clear. Your attention, please. All citizens shall remain indoors until further notice. Blackout is still in effect throughout the London area.",MALE
STEVE ROGERS,"Dr. Erskine said that… the serum wouldn’t just effect my muscles, it would effect my cells. Create a protective system of regeneration and healing. Which means um…I can’t get drunk. Did you know that?",MALE
PEGGY CARTER,Your metabolism burns four times faster than the average person. He thought it could be one of the side effects.  It wasn’t your fault.,FEMALE
STEVE ROGERS,Did you read the reports?,MALE
PEGGY CARTER,Yes.,FEMALE
STEVE ROGERS,Then you know that’s not true.,MALE
PEGGY CARTER,You did everything you could. Did you believe in your friend? Did you respect him?  Then stop blaming yourself. Allow Barnes the dignity of his choice. He damn well must have thought you were worth it.,FEMALE
STEVE ROGERS,I’m goin’ after Schmidt. I’m not gonna stop till all of Hydra is dead or captured.,MALE
PEGGY CARTER,You won’t be alone.,FEMALE
COL. CHESTER PHILLIPS,"Johann Schmidt belongs in a bug house. He thinks he’s a God. He’s willing to blow up half the world to prove it, starting with the USA.",MALE
HOWARD STARK,"Schmidt’s working with powers beyond our capabilities. He gets across the Atlantic, he will wipe out the entire eastern sea board in an hour.",MALE
GABE JONES,How much time we got?,MALE
COL. CHESTER PHILLIPS,"According to my new best friend, under twenty four hours.",MALE
JACQUES DERNEIR,Where is he now?,MALE
COL. CHESTER PHILLIPS,Hydra’s last base is here.  In the Alps. Five hundred feet below the surface.,MALE
JIM MORITA,"So, what are we supposed to do. I mean, it’s not like we can just knock on the front door.",MALE
STEVE ROGERS,Why not? That’s exactly what we’re gonna do.,MALE
RED SKULL,"Arrogance may not be a uniquely American trait, but I must say you do it better than anyone. But there are limits to what even you can do, Captain. Or did Erskine tell you otherwise?",MALE
STEVE ROGERS,He told me you were insane.,MALE
RED SKULL,"Ah. He resented my genius and tried to deny me what was rightfully mine. But he gave you everything. So, what made you so special?",MALE
STEVE ROGERS,Nothin’. I’m just a kid from Brooklyn.  I can do this all day.,MALE
RED SKULL,"Oh, of course you can. Of course. But unfortunately I am on a tight schedule.",MALE
STEVE ROGERS,So am I!,MALE
JAMES MONTGOMERY FALSWORTH,Rogers! You might need this!,MALE
STEVE ROGERS,Thanks!,MALE
JIM MORITA,"We’re in! Assault team, go!",MALE
COL. CHESTER PHILLIPS,Move out!  Keep your spacing!,MALE
HYDRA SOLDIER,"Cutt off one head, two more shall…",MALE
COL. CHESTER PHILLIPS,Let’s go find two more!,MALE
STEVE ROGERS,You’re late.,MALE
PEGGY CARTER,Weren’t you about to…,FEMALE
STEVE ROGERS,Right.  Keep it steady!,MALE
PEGGY CARTER,Wait!  Go get him.,FEMALE
COL. CHESTER PHILLIPS,I’m not kissin’ you!,MALE
RED SKULL,"You don’t give up, do you?",MALE
STEVE ROGERS,Nope!,MALE
RED SKULL,"You could have the power of the gods! Yet you wear a flag on your chest and think you fight a battle of nations! I have seen the future, Captain! There are no flags!",MALE
STEVE ROGERS,Not my future!,MALE
RED SKULL,What have you done? No.,MALE
STEVE ROGERS,Come in. This is Captain Rogers. Do you read me?,MALE
JIM MORITA,"Captain Rogers, what is your…",MALE
PEGGY CARTER,"Steve, is that you? Are you alright?",FEMALE
STEVE ROGERS,Peggy! Schmidt’s dead.,MALE
PEGGY CARTER,What about the plane?,FEMALE
STEVE ROGERS,That’s a little bit tougher to explain.,MALE
PEGGY CARTER,"Give me your coordinates, I’ll find you a safe landing site.",FEMALE
STEVE ROGERS,There’s not going to be a safe landing. But I can try and force it down.,MALE
PEGGY CARTER,"I’ll get Howard on the line, he’ll know what to do.",FEMALE
STEVE ROGERS,There’s not enough time. This thing’s moving too fast and it’s heading for New York.  I gotta put her in the water.,MALE
PEGGY CARTER,"Please, don’t do this. We have time. We can work it out.",FEMALE
STEVE ROGERS,"Right now I’m in the middle of nowhere. If I wait any longer a lot of people are gonna die. Peggy, this is my choice.  Peggy?",MALE
PEGGY CARTER,I’m here.,FEMALE
STEVE ROGERS,I’m gonna need a rain check on that dance.,MALE
PEGGY CARTER,"Alright. A week, next Saturday, at the Stork Club.",FEMALE
STEVE ROGERS,You got it.,MALE
PEGGY CARTER,Eight o’clock on the dot. Don’t you dare be late. Understood?,FEMALE
STEVE ROGERS,"You know, I still don’t know how to dance.",MALE
PEGGY CARTER,I’ll show you how. Just be there.,FEMALE
STEVE ROGERS,We’ll have the band play somethin’ slow. I’d hate to step on your…,MALE
PEGGY CARTER,Steve? Steve? Steve?,FEMALE
JAMES MONTGOMERY FALSWORTH,To the Captain.,MALE
STARK'S ENGINEER,Sir?,MALE
HOWARD STARK,Take us to the next grid point.,MALE
STARK'S ENGINEER,But there’s not trace of wreckage. And the energy signature stops here.,MALE
HOWARD STARK,Just keep looking.,MALE
DODGERS ANNOUNCER,"Curve ball, high and outside for ball one. So the Dodgers are tied, 4-4. And the crowd well knows that with one swing of his bat, this fellow’s capable of making it a brand-new game again. Just an absolutely gorgeous day here at Ebbets Field. The Phillies have managed to tie up at 4-4. But the Dodgers have three men on. Pearson beaned Reiser in Philadelphia last month. Wouldn’t the youngster like a hit here to return the favour? Pete leans in. Here’s the pitch. Swung on. A line to the right. And it gets past Rizzo. Three runs will score. Reiser heads to third. Durocher’s going to wave him in. Here comes the relay, but they won’t get him.",MALE
SHIELD AGENT,"Good morning.  Or should I say, afternoon?",MALE
STEVE ROGERS,Where am I?,MALE
SHIELD AGENT,You’re in a recovery room in New York city.,MALE
DODGERS ANNOUNCER,"The Dodgers take the lead, 8-4. Oh, Dodgers! Everyone is on their feet. What a game we have here today, folks. What a game indeed.",MALE
STEVE ROGERS,Where am I really?,MALE
SHIELD AGENT,I’m afraid I don’t understand.,MALE
STEVE ROGERS,"The game, it’s from May, nineteen forty one. I know, cause I was there.  Now, I’m gonna ask you again. Where am I?",MALE
SHIELD AGENT,Captain Rogers…,MALE
STEVE ROGERS,Who are you?,MALE
SHIELD AGENT,"Captain Rogers, wait!  All agents, code 13! I repeat. All agents, code 13!",MALE
NICK FURY,"At ease, soldier! Look, I’m sorry about that little show back there, but… we thought it best to break it to you slowly.",MALE
STEVE ROGERS,Break what?,MALE
NICK FURY,"You’ve been asleep, Cap. For almost seventy years.  You gonna be okay?",MALE
STEVE ROGERS,Yeah. Yeah. I just…I had a date.,MALE
NICK FURY,Trouble sleeping?,MALE
STEVE ROGERS,"You’re here with a mission, sir?",MALE
NICK FURY,I am.,MALE
STEVE ROGERS,Trying to get me back in the world?,MALE
NICK FURY,Trying to save it.,MALE
